"Index","X2330.TW.Close","TSM.Close"
"2018-07-03",214.5,36.389999
"2018-07-04",216,NA
"2018-07-05",214.5,36.59
"2018-07-06",217,37.27
"2018-07-09",221.5,37.830002
"2018-07-10",222,37.93
"2018-07-11",220,36.970001
"2018-07-12",220.5,37.310001
"2018-07-13",224.5,37.77
"2018-07-16",223.5,37.790001
"2018-07-17",221.5,38.040001
"2018-07-18",223,38.41
"2018-07-19",224.5,39.810001
"2018-07-20",237.5,40.73
"2018-07-23",241,40.740002
"2018-07-24",241,40.389999
"2018-07-25",240.5,40.889999
"2018-07-26",241,40.82
"2018-07-27",244.5,41.450001
"2018-07-30",245.5,41.09
"2018-07-31",246,41.209999
"2018-08-01",248,41.709999
"2018-08-02",244.5,41.549999
"2018-08-03",247,41.689999
"2018-08-06",245.5,41.07
"2018-08-07",241.5,41.240002
"2018-08-08",247.5,41.970001
"2018-08-09",247,41.84
"2018-08-10",245,41.029999
"2018-08-13",240.5,40.709999
"2018-08-14",243.5,40.91
"2018-08-15",241.5,40.450001
"2018-08-16",239,40.41
"2018-08-17",239.5,40.130001
"2018-08-20",239.5,40.099998
"2018-08-21",241,40.889999
"2018-08-22",242,40.900002
"2018-08-23",244.5,40.68
"2018-08-24",243.5,41.240002
"2018-08-27",245,41.529999
"2018-08-28",249.5,42.349998
"2018-08-29",259,44.130001
"2018-08-30",263.5,43.459999
"2018-08-31",256,43.599998
"2018-09-03",257,NA
"2018-09-04",257.5,44.110001
"2018-09-05",264,44.220001
"2018-09-06",261,44.049999
"2018-09-07",264,44.880001
"2018-09-10",264.5,44.619999
"2018-09-11",260,44.549999
"2018-09-12",260.5,43.939999
"2018-09-13",255,43.43
"2018-09-14",261,44.41
"2018-09-17",258,43.759998
"2018-09-18",254.5,43.560001
"2018-09-19",258,44.02
"2018-09-20",260,44.169998
"2018-09-21",261.5,44.060001
"2018-09-24",NA,44.889999
"2018-09-25",263.5,44.169998
"2018-09-26",263.5,44.27
"2018-09-27",265,44.759998
"2018-09-28",262.5,44.16
"2018-10-01",263,44.66
"2018-10-02",257.5,43.619999
"2018-10-03",260,43.959999
"2018-10-04",254,42.43
"2018-10-05",250,41.630001
"2018-10-08",243.5,40.959999
"2018-10-09",244,40.900002
"2018-10-10",NA,39.349998
"2018-10-11",227.5,38.939999
"2018-10-12",237,39.66
"2018-10-15",230.5,38.75
"2018-10-16",237,40.009998
"2018-10-17",238.5,39.57
"2018-10-18",236.5,38.540001
"2018-10-19",236,38.450001
"2018-10-22",237,38.720001
"2018-10-23",230,38
"2018-10-24",229.5,36.48
"2018-10-25",219.5,37.389999
"2018-10-26",221,36.669998
"2018-10-29",222.5,36.330002
"2018-10-30",223,37.779999
"2018-10-31",234,38.099998
"2018-11-01",235.5,39.049999
"2018-11-02",236.5,38.779999
"2018-11-05",235,38.48
"2018-11-06",234.5,38.73
"2018-11-07",234,39.18
"2018-11-08",236.5,38.700001
"2018-11-09",231,38.07
"2018-11-12",231.5,37.060001
"2018-11-13",227.5,37.400002
"2018-11-14",228.5,37.84
"2018-11-15",231,38.52
"2018-11-16",226,36.869999
"2018-11-19",222,36.049999
"2018-11-20",218,35.639999
"2018-11-21",219,36.169998
"2018-11-22",219,NA
"2018-11-23",218.5,35.959999
"2018-11-26",223,36.84
"2018-11-27",224,36.799999
"2018-11-28",226.5,38.009998
"2018-11-29",229,37.93
"2018-11-30",225.5,37.59
"2018-12-03",235,38.73
"2018-12-04",234,37.439999
"2018-12-05",226,NA
"2018-12-06",220,36.860001
"2018-12-07",221,36.52
"2018-12-10",219,36.43
"2018-12-11",222.5,36.700001
"2018-12-12",226.5,37.380001
"2018-12-13",226,37.330002
"2018-12-14",222.5,36.529999
"2018-12-17",223.5,36.220001
"2018-12-18",222.5,36.759998
"2018-12-19",225.5,36.23
"2018-12-20",221,35.880001
"2018-12-21",223.5,35.709999
"2018-12-24",220,35.290001
"2018-12-25",217.5,NA
"2018-12-26",216.5,36.759998
"2018-12-27",223,36.779999
"2018-12-28",225.5,37.139999
"2018-12-31",NA,36.91
"2019-01-02",219.5,36.52
"2019-01-03",215.5,34.360001
"2019-01-04",208,34.970001
"2019-01-07",213,35.23
"2019-01-08",211,34.939999
"2019-01-09",215.5,35.610001
"2019-01-10",216,36.419998
"2019-01-11",220.5,36.610001
"2019-01-14",218.5,35.759998
"2019-01-15",221,36.040001
"2019-01-16",217.5,35.639999
"2019-01-17",220.5,36.290001
"2019-01-18",218.5,36.84
"2019-01-21",221,NA
"2019-01-22",223,36.369999
"2019-01-23",220.5,36.490002
"2019-01-24",222.5,37.639999
"2019-01-25",226,38.139999
"2019-01-28",229,37.439999
"2019-01-29",222.5,36.330002
"2019-01-30",221,37.380001
"2019-01-31",NA,37.619999
"2019-02-01",NA,37.57
"2019-02-04",NA,37.939999
"2019-02-05",NA,38.25
"2019-02-06",NA,38.740002
"2019-02-07",NA,38.119999
"2019-02-08",NA,37.790001
"2019-02-11",228,38.290001
"2019-02-12",230,38.639999
"2019-02-13",229,38.130001
"2019-02-14",227,38.060001
"2019-02-15",227,38.09
"2019-02-18",230,NA
"2019-02-19",229,38.459999
"2019-02-20",234.5,39
"2019-02-21",236.5,38.98
"2019-02-22",236.5,39.389999
"2019-02-25",238,39.580002
"2019-02-26",239.5,39.599998
"2019-02-27",239,39.450001
"2019-02-28",NA,39.049999
"2019-03-01",NA,39.389999
"2019-03-04",235.5,39.150002
"2019-03-05",233,39.02
"2019-03-06",234,38.790001
"2019-03-07",234,38.630001
"2019-03-08",230,38.200001
"2019-03-11",230.5,38.639999
"2019-03-12",235.5,38.900002
"2019-03-13",237,39.209999
"2019-03-14",234.5,38.82
"2019-03-15",239,39.650002
"2019-03-18",241,39.849998
"2019-03-19",240.5,39.759998
"2019-03-20",242,39.849998
"2019-03-21",245.5,41.040001
"2019-03-22",248.5,40.43
"2019-03-25",241.5,39.919998
"2019-03-26",244,40.400002
"2019-03-27",241.5,40.200001
"2019-03-28",242,40.34
"2019-03-29",245.5,40.959999
"2019-04-01",245.5,41.369999
"2019-04-02",246,41.27
"2019-04-03",246.5,41.790001
"2019-04-04",NA,42.040001
"2019-04-05",NA,42.23
"2019-04-08",253,42.389999
"2019-04-09",254,42.209999
"2019-04-10",254,42.369999
"2019-04-11",252,42.099998
"2019-04-12",252,42.580002
"2019-04-15",255.5,42.610001
"2019-04-16",257,43.009998
"2019-04-17",261.5,44.389999
"2019-04-18",264.5,45.400002
"2019-04-19",264.5,NA
"2019-04-22",266,45.150002
"2019-04-23",268,45.419998
"2019-04-24",269,45.41
"2019-04-25",267.5,44.48
"2019-04-26",260,43.939999
"2019-04-29",259.5,43.830002
"2019-04-30",259,43.82
"2019-05-01",NA,43.82
"2019-05-02",259,44.400002
"2019-05-03",265,44.709999
"2019-05-06",259,43.759998
"2019-05-07",262.5,43.759998
"2019-05-08",260,43.700001
"2019-05-09",256.5,43.25
"2019-05-10",256,42.830002
"2019-05-13",250.5,40.990002
"2019-05-14",248.5,41.970001
"2019-05-15",249,41.970001
"2019-05-16",247,41.529999
"2019-05-17",241.5,40.25
"2019-05-20",238,38.66
"2019-05-21",234,39.299999
"2019-05-22",238,38.900002
"2019-05-23",230,38.07
"2019-05-24",233,38.200001
"2019-05-27",231,NA
"2019-05-28",230.5,37.650002
"2019-05-29",229.5,37.689999
"2019-05-30",231,38.040001
"2019-05-31",235.5,38.349998
"2019-06-03",238,38.82
"2019-06-04",233,39.060001
"2019-06-05",235,38.23
"2019-06-06",232,38.439999
"2019-06-07",NA,38.82
"2019-06-10",240,39.619999
"2019-06-11",244.5,39.959999
"2019-06-12",246,39.459999
"2019-06-13",240,39.450001
"2019-06-14",236,37.84
"2019-06-17",233,37.66
"2019-06-18",235.5,39.209999
"2019-06-19",244,39.400002
"2019-06-20",245,40.509998
"2019-06-21",248.5,40.52
"2019-06-24",241,39.98
"2019-06-25",238.5,38.919998
"2019-06-26",234.5,39.080002
"2019-06-27",240.5,39.59
"2019-06-28",239,39.169998
"2019-07-01",248.5,41.380001
"2019-07-02",249,40.799999
"2019-07-03",242.5,40.330002
"2019-07-04",244,NA
"2019-07-05",243,39.93
"2019-07-08",242.5,39.32
"2019-07-09",242,39.669998
"2019-07-10",247,40.709999
"2019-07-11",250,40.900002
"2019-07-12",250.5,41.23
"2019-07-15",254.5,41.82
"2019-07-16",256,41.77
"2019-07-17",252,41.630001
"2019-07-18",254,43.189999
"2019-07-19",259,43.830002
"2019-07-22",264,44.599998
"2019-07-23",264,44.419998
"2019-07-24",265,44.540001
"2019-07-25",265,43.619999
"2019-07-26",261,43.459999
"2019-07-29",261,43.939999
"2019-07-30",260,43.110001
"2019-07-31",259.5,42.630001
"2019-08-01",256.5,41.869999
"2019-08-02",251.5,41.650002
"2019-08-05",246.5,39.869999
"2019-08-06",248.5,41.259998
"2019-08-07",248,41.259998
"2019-08-08",253.5,41.900002
"2019-08-09",NA,41.41
"2019-08-12",251,40.959999
"2019-08-13",246.5,41.84
"2019-08-14",249.5,40.43
"2019-08-15",248,40.860001
"2019-08-16",250,41.540001
"2019-08-19",252,41.779999
"2019-08-20",254.5,41.939999
"2019-08-21",254.5,42.580002
"2019-08-22",254,42.130001
"2019-08-23",254,40.950001
"2019-08-26",248.5,41.34
"2019-08-27",250,41.349998
"2019-08-28",252,41.650002
"2019-08-29",254,42.279999
"2019-08-30",259,42.630001
"2019-09-02",257.5,NA
"2019-09-03",254,41.720001
"2019-09-04",257.5,43.150002
"2019-09-05",263,44.240002
"2019-09-06",263.5,43.709999
"2019-09-09",NA,43.849998
"2019-09-10",261.5,44.099998
"2019-09-11",263,44.220001
"2019-09-12",262.5,44.07
"2019-09-13",NA,44.740002
"2019-09-16",265.5,44.599998
"2019-09-17",265,45.130001
"2019-09-18",267,45.040001
"2019-09-19",265,44.900002
"2019-09-20",264,43.869999
"2019-09-23",264,44.07
"2019-09-24",265,44.119999
"2019-09-25",266,45.009998
"2019-09-26",268,46.459999
"2019-09-27",272,45.509998
"2019-09-30",NA,46.48
"2019-10-01",280,47.189999
"2019-10-02",279.5,46.43
"2019-10-03",276.5,47.130001
"2019-10-04",276.5,47.419998
"2019-10-07",278,47.950001
"2019-10-08",286.5,47.860001
"2019-10-09",282,48.68
"2019-10-10",NA,48.93
"2019-10-11",NA,49.419998
"2019-10-14",290,49.91
"2019-10-15",293.5,50.389999
"2019-10-16",296.5,50.130001
"2019-10-17",293.5,49.75
"2019-10-18",293,49.279999
"2019-10-21",290,50
"2019-10-22",294,50.639999
"2019-10-23",293,50.169998
"2019-10-24",293,50.950001
"2019-10-25",293.5,51.130001
"2019-10-28",294.5,51.310001
"2019-10-29",298.5,51.470001
"2019-10-30",299.5,51.91
"2019-10-31",298.5,51.630001
"2019-11-01",299,52.099998
"2019-11-04",307,53.490002
"2019-11-05",310.5,53.549999
"2019-11-06",311,53.639999
"2019-11-07",309,53.669998
"2019-11-08",305.5,52.830002
"2019-11-11",301,52.599998
"2019-11-12",305,52.150002
"2019-11-13",304,52.880001
"2019-11-14",303.5,52.48
"2019-11-15",307,53.290001
"2019-11-18",311,53.419998
"2019-11-19",315,53.759998
"2019-11-20",313.5,53.5
"2019-11-21",311,52.98
"2019-11-22",309,52.790001
"2019-11-25",307,53.759998
"2019-11-26",307,53.630001
"2019-11-27",311,53.889999
"2019-11-28",309.5,NA
"2019-11-29",305,53.09
"2019-12-02",307.5,52.98
"2019-12-03",307,52.779999
"2019-12-04",306,53.18
"2019-12-05",312,54.400002
"2019-12-06",313,54.939999
"2019-12-09",316,54.459999
"2019-12-10",313.5,54.52
"2019-12-11",319,55.900002
"2019-12-12",331.5,58.610001
"2019-12-13",339,58.25
"2019-12-16",336,58.540001
"2019-12-17",345,59.23
"2019-12-18",344.5,59.099998
"2019-12-19",335,57.959999
"2019-12-20",329,57.93
"2019-12-23",334,58.220001
"2019-12-24",332,57.759998
"2019-12-25",333,NA
"2019-12-26",333,58.25
"2019-12-27",338,58.459999
"2019-12-30",334.5,57.849998
"2019-12-31",331,58.099998
"2020-01-02",339,60.040001
"2020-01-03",339.5,58.060001
"2020-01-06",332,57.389999
"2020-01-07",329.5,58.32
"2020-01-08",329.5,58.75
"2020-01-09",337.5,59.23
"2020-01-10",339.5,58.860001
"2020-01-13",341.5,60.060001
"2020-01-14",346,60.32
"2020-01-15",340,58.389999
"2020-01-16",334.5,58.75
"2020-01-17",333,58.580002
"2020-01-20",333,NA
"2020-01-21",NA,58.240002
"2020-01-22",NA,58.349998
"2020-01-23",NA,57.48
"2020-01-24",NA,57.73
"2020-01-27",NA,55.259998
"2020-01-28",NA,57.09
"2020-01-29",NA,57.189999
"2020-01-30",316.5,55.799999
"2020-01-31",320,53.939999
"2020-02-03",315,54.77
"2020-02-04",325,57.52
"2020-02-05",327.5,57.919998
"2020-02-06",332.5,58.02
"2020-02-07",328,56.200001
"2020-02-10",327.5,57.02
"2020-02-11",331.5,58.66
"2020-02-12",335,59.630001
"2020-02-13",335,59.330002
"2020-02-14",335,58.189999
"2020-02-17",331.5,NA
"2020-02-18",322,56.18
"2020-02-19",326.5,57.639999
"2020-02-20",325.5,56.48
"2020-02-21",325,55.59
"2020-02-24",320,54.119999
"2020-02-25",322,53.860001
"2020-02-26",318.5,55.029999
"2020-02-27",316,53.290001
"2020-02-28",NA,53.84
"2020-03-02",311,55.98
"2020-03-03",317.5,54.880001
"2020-03-04",320.5,57.080002
"2020-03-05",323,55.73
"2020-03-06",315,55.07
"2020-03-09",305.5,51.830002
"2020-03-10",307,54.509998
"2020-03-11",302,52.240002
"2020-03-12",294,48.689999
"2020-03-13",290,52.23
"2020-03-16",276.5,44.900002
"2020-03-17",268,48.540001
"2020-03-18",260,44.369999
"2020-03-19",248,43.889999
"2020-03-20",270,44.529999
"2020-03-23",255,45.259998
"2020-03-24",267.5,48.869999
"2020-03-25",277,49
"2020-03-26",280,49.869999
"2020-03-27",273,46.91
"2020-03-30",267.5,47.82
"2020-03-31",274,47.790001
"2020-04-01",271.5,46.509998
"2020-04-02",NA,48.130001
"2020-04-03",NA,47.060001
"2020-04-06",275.5,49.970001
"2020-04-07",283,49.720001
"2020-04-08",285,50.27
"2020-04-09",283,48.330002
"2020-04-10",279.5,NA
"2020-04-13",278.5,48.75
"2020-04-14",285,50.630001
"2020-04-15",287.5,49.66
"2020-04-16",286.5,52.400002
"2020-04-17",306.5,53.689999
"2020-04-20",304,52.59
"2020-04-21",295,51.369999
"2020-04-22",294,52.950001
"2020-04-23",295.5,52.639999
"2020-04-24",294,52.73
"2020-04-27",298,53.509998
"2020-04-28",296.5,52.759998
"2020-04-29",299,54.48
"2020-04-30",304.5,53.130001
"2020-05-01",NA,51.099998
"2020-05-04",295,52.150002
"2020-05-05",295.5,51.709999
"2020-05-06",296,52.130001
"2020-05-07",297.5,52.330002
"2020-05-08",297.5,52.91
"2020-05-11",301,52.400002
"2020-05-12",295,51.099998
"2020-05-13",297,50.919998
"2020-05-14",293,52.099998
"2020-05-15",298,49.799999
"2020-05-18",290,51.869999
"2020-05-19",291.5,50.810001
"2020-05-20",294,51.84
"2020-05-21",297.5,50.75
"2020-05-22",292,49.799999
"2020-05-25",292,NA
"2020-05-26",295.5,50.82
"2020-05-27",296.5,51.740002
"2020-05-28",294,50.279999
"2020-05-29",292,50.330002
"2020-06-01",295.5,51.029999
"2020-06-02",296.5,52.009998
"2020-06-03",301,53.060001
"2020-06-04",306,54.279999
"2020-06-05",311.5,55.200001
"2020-06-08",318,55.57
"2020-06-09",319,56.610001
"2020-06-10",322.5,57.549999
"2020-06-11",320.5,55.040001
"2020-06-12",316,56
"2020-06-15",309.5,56.02
"2020-06-16",315,55.799999
"2020-06-17",315,56.599998
"2020-06-18",314.5,56.150002
"2020-06-19",314.5,55.310001
"2020-06-22",312,56
"2020-06-23",315,56.759998
"2020-06-24",317.5,56.580002
"2020-06-25",NA,57.040001
"2020-06-26",NA,56.330002
"2020-06-29",312,56.389999
"2020-06-30",313,56.77
"2020-07-01",317.5,56.82
"2020-07-02",322,58.619999
"2020-07-03",329.5,NA
"2020-07-06",338,61.880001
"2020-07-07",338.5,60.709999
"2020-07-08",341,62.59
"2020-07-09",345,64.779999
"2020-07-10",348.5,63.849998
"2020-07-13",354.5,65.07
"2020-07-14",363.5,66.959999
"2020-07-15",363,66.059998
"2020-07-16",357.5,66.589996
"2020-07-17",367,66.400002
"2020-07-20",366,66.889999
"2020-07-21",383,67.809998
"2020-07-22",384,68.529999
"2020-07-23",381.5,67.370003
"2020-07-24",386,73.900002
"2020-07-27",424.5,83.25
"2020-07-28",435,76.919998
"2020-07-29",422,82.669998
"2020-07-30",434,79.93
"2020-07-31",425.5,78.889999
"2020-08-03",416,78.949997
"2020-08-04",425.5,80.190002
"2020-08-05",429,81.629997
"2020-08-06",435,80.519997
"2020-08-07",433,80.029999
"2020-08-10",435.5,79.870003
"2020-08-11",429,77.940002
"2020-08-12",419,79.389999
"2020-08-13",429,78.300003
"2020-08-14",427,78.410004
"2020-08-17",435,80.190002
"2020-08-18",433,79.410004
"2020-08-19",427.5,78.540001
"2020-08-20",415,76.809998
"2020-08-21",424.5,78.339996
"2020-08-24",428,78.900002
"2020-08-25",434.5,80.040001
"2020-08-26",442,81.75
"2020-08-27",444,80.599998
"2020-08-28",435,80.440002
"2020-08-31",426.5,79.25
"2020-09-01",435,81.550003
"2020-09-02",433,82.169998
"2020-09-03",436,81.18
"2020-09-04",429,78.910004
"2020-09-07",426,NA
"2020-09-08",431,77.32
"2020-09-09",427,79.400002
"2020-09-10",435,78.900002
"2020-09-11",436.5,78.82
"2020-09-14",441,80.5
"2020-09-15",445,85.849998
"2020-09-16",458,83.129997
"2020-09-17",448.5,81.910004
"2020-09-18",444,80.230003
"2020-09-21",440,80.589996
"2020-09-22",437,80.480003
"2020-09-23",433.5,77.919998
"2020-09-24",423,78.379997
"2020-09-25",424,78.879997
"2020-09-28",431.5,79.769997
"2020-09-29",431,80.510002
"2020-09-30",433,81.07
"2020-10-01",NA,82.620003
"2020-10-02",NA,80.800003
"2020-10-05",432.5,84.540001
"2020-10-06",439.5,83.120003
"2020-10-07",443,86.919998
"2020-10-08",453,87.800003
"2020-10-09",NA,88.779999
"2020-10-12",460,90.910004
"2020-10-13",462,89.639999
"2020-10-14",459,88.599998
"2020-10-15",453,88.150002
"2020-10-16",449,86.699997
"2020-10-19",457.5,87.559998
"2020-10-20",451,88.260002
"2020-10-21",453,87.639999
"2020-10-22",455,88.209999
"2020-10-23",452,88.309998
"2020-10-26",450,86.730003
"2020-10-27",447,86.709999
"2020-10-28",444,83.849998
"2020-10-29",437,84.889999
"2020-10-30",432,83.870003
"2020-11-02",435.5,85.709999
"2020-11-03",441,87.690002
"2020-11-04",450,89.449997
"2020-11-05",451,90.43
"2020-11-06",452.5,91.410004
"2020-11-09",458.5,89.029999
"2020-11-10",451,87.660004
"2020-11-11",457,90.879997
"2020-11-12",458,89.82
"2020-11-13",462,93.220001
"2020-11-16",484,99.269997
"2020-11-17",485.5,95.709999
"2020-11-18",497,96.93
"2020-11-19",490,96.610001
"2020-11-20",488,95.330002
"2020-11-23",496.5,98.129997
"2020-11-24",492,96.639999
"2020-11-25",487,97.489998
"2020-11-26",489,NA
"2020-11-27",489,98.739998
"2020-11-30",480.5,97.019997
"2020-12-01",490,100.860001
"2020-12-02",499,99.540001
"2020-12-03",497,99.5
"2020-12-04",503,103.730003
"2020-12-07",514,106.389999
"2020-12-08",524,105.639999
"2020-12-09",520,104.419998
"2020-12-10",512,104.230003
"2020-12-11",516,104.029999
"2020-12-14",508,103.559998
"2020-12-15",504,105.089996
"2020-12-16",512,105.199997
"2020-12-17",508,103.900002
"2020-12-18",510,104.279999
"2020-12-21",516,104.830002
"2020-12-22",509,103.940002
"2020-12-23",509,103.760002
"2020-12-24",510,105.970001
"2020-12-25",511,NA
"2020-12-28",515,106.150002
"2020-12-29",515,105.559998
"2020-12-30",525,108.900002
"2020-12-31",530,109.040001
"2021-01-04",536,111.699997
"2021-01-05",542,112.769997
"2021-01-06",549,115.610001
"2021-01-07",565,121.43
"2021-01-08",580,118.690002
"2021-01-11",584,122.599998
"2021-01-12",591,123
"2021-01-13",605,119.230003
"2021-01-14",592,126.449997
"2021-01-15",601,125.230003
"2021-01-18",607,NA
"2021-01-19",627,131.300003
"2021-01-20",647,130.639999
"2021-01-21",673,134.160004
"2021-01-22",649,129.139999
"2021-01-25",633,130.520004
"2021-01-26",617,126.650002
"2021-01-27",615,121.739998
"2021-01-28",601,125.830002
"2021-01-29",591,121.519997
"2021-02-01",611,126.660004
"2021-02-02",632,128.440002
"2021-02-03",630,127.5
"2021-02-04",627,128.149994
"2021-02-05",632,127.779999
"2021-02-08",NA,132.550003
"2021-02-09",NA,132.679993
"2021-02-10",NA,133.690002
"2021-02-11",NA,139.160004
"2021-02-12",NA,138.059998
"2021-02-16",NA,140.050003
"2021-02-17",663,136.270004
"2021-02-18",660,134.630005
"2021-02-19",652,136.660004
"2021-02-22",650,133.570007
"2021-02-23",641,129.100006
"2021-02-24",625,132.300003
"2021-02-25",635,126
"2021-02-26",606,125.940002
"2021-03-01",NA,129.130005
"2021-03-02",609,126
"2021-03-03",622,122.889999
"2021-03-04",601,115.589996
"2021-03-05",601,120.800003
"2021-03-08",598,113.93
"2021-03-09",595,116.379997
"2021-03-10",597,113.830002
"2021-03-11",609,120.580002
"2021-03-12",614,118.300003
"2021-03-15",611,119.080002
"2021-03-16",613,119.349998
"2021-03-17",604,118.760002
"2021-03-18",602,114.5
"2021-03-19",591,113.629997
"2021-03-22",593,117.18
"2021-03-23",594,114.889999
"2021-03-24",576,108.959999
"2021-03-25",575,110.449997
"2021-03-26",590,116.559998
"2021-03-29",599,114.389999
"2021-03-30",597,115.07
"2021-03-31",587,118.279999
"2021-04-01",602,124.800003
"2021-04-05",NA,124.5
"2021-04-06",NA,122.440002
"2021-04-07",610,119.889999
"2021-04-08",613,123.43
"2021-04-09",610,122.800003
"2021-04-12",605,120.900002
"2021-04-13",605,121.269997
"2021-04-14",612,120.839996
"2021-04-15",619,118.349998
"2021-04-16",610,118.839996
"2021-04-19",603,115.400002
"2021-04-20",602,114.949997
"2021-04-21",592,117.400002
"2021-04-22",591,115.32
"2021-04-23",602,118.639999
"2021-04-26",610,121.519997
"2021-04-27",610,121.269997
"2021-04-28",602,119.660004
"2021-04-29",600,119.099998
"2021-04-30",NA,116.739998
"2021-05-03",588,115.940002
"2021-05-04",591,115.360001
"2021-05-05",585,115.379997
"2021-05-06",587,117
"2021-05-07",599,116.830002
"2021-05-10",589,112.309998
"2021-05-11",571,112.849998
"2021-05-12",560,108.209999
"2021-05-13",547,108.75
"2021-05-14",557,112.459999
"2021-05-17",549,109.800003
"2021-05-18",572,110.839996
"2021-05-19",567,112.400002
"2021-05-20",567,113.279999
"2021-05-21",573,111.849998
"2021-05-24",568,113.629997
"2021-05-25",583,114.279999
"2021-05-26",585,116
"2021-05-27",582,115.769997
"2021-05-28",590,117.360001
"2021-05-31",597,NA
"2021-06-01",598,118.510002
"2021-06-02",595,118.949997
"2021-06-03",596,116.82
"2021-06-04",595,119.510002
"2021-06-07",592,118.220001
"2021-06-08",589,115.919998
"2021-06-09",586,117.129997
"2021-06-10",599,118.239998
"2021-06-11",602,118.25
"2021-06-14",NA,120.989998
"2021-06-15",609,119.449997
"2021-06-16",605,118.019997
"2021-06-17",606,119.120003
"2021-06-18",603,115.790001
"2021-06-21",583,114.139999
"2021-06-22",578,114.330002
"2021-06-23",595,116.050003
"2021-06-24",590,117.239998
"2021-06-25",591,116.529999
"2021-06-28",590,119.610001
"2021-06-29",595,120.230003
"2021-06-30",595,120.160004
"2021-07-01",593,118.419998
"2021-07-02",588,118.910004
