"Index","X2303.TW.Close","UMC.Close"
"2018-11-14",10.8,1.7
"2018-11-15",11.2,1.81
"2018-11-16",11,1.76
"2018-11-19",11.1,1.74
"2018-11-20",11,1.74
"2018-11-21",11,1.76
"2018-11-22",11.2,NA
"2018-11-23",11.15,1.77
"2018-11-26",11.5,1.83
"2018-11-27",11.75,1.86
"2018-11-28",11.75,1.89
"2018-11-29",11.5,1.83
"2018-11-30",11.55,1.82
"2018-12-03",11.7,1.87
"2018-12-04",11.8,1.83
"2018-12-05",11.55,NA
"2018-12-06",11.3,1.79
"2018-12-07",11.2,1.76
"2018-12-10",11.1,1.78
"2018-12-11",11,1.75
"2018-12-12",11.3,1.79
"2018-12-13",11.5,1.8
"2018-12-14",11.35,1.8
"2018-12-17",11.4,1.81
"2018-12-18",11.2,1.79
"2018-12-19",11.3,1.77
"2018-12-20",11.3,1.81
"2018-12-21",11.4,1.78
"2018-12-24",11.2,1.77
"2018-12-25",11.15,NA
"2018-12-26",11.2,1.8
"2018-12-27",11.25,1.81
"2018-12-28",11.25,1.78
"2018-12-31",NA,1.79
"2019-01-02",11.1,1.77
"2019-01-03",10.9,1.73
"2019-01-04",10.7,1.72
"2019-01-07",11,1.77
"2019-01-08",10.95,1.77
"2019-01-09",11.1,1.77
"2019-01-10",11.15,1.81
"2019-01-11",11.2,1.8
"2019-01-14",11.1,1.78
"2019-01-15",11.25,1.8
"2019-01-16",11.3,1.81
"2019-01-17",11.25,1.82
"2019-01-18",11.4,1.85
"2019-01-21",11.7,NA
"2019-01-22",11.7,1.85
"2019-01-23",11.55,1.84
"2019-01-24",11.7,1.89
"2019-01-25",11.95,1.93
"2019-01-28",11.85,1.9
"2019-01-29",12,1.87
"2019-01-30",11.35,1.87
"2019-01-31",NA,1.89
"2019-02-01",NA,1.87
"2019-02-04",NA,1.85
"2019-02-05",NA,1.84
"2019-02-06",NA,1.86
"2019-02-07",NA,1.83
"2019-02-08",NA,1.83
"2019-02-11",10.85,1.69
"2019-02-12",11.1,1.78
"2019-02-13",11.1,1.78
"2019-02-14",11.3,1.81
"2019-02-15",11.4,1.86
"2019-02-18",11.45,NA
"2019-02-19",11.45,1.84
"2019-02-20",11.4,1.84
"2019-02-21",11.45,1.84
"2019-02-22",11.5,1.87
"2019-02-25",11.65,1.89
"2019-02-26",11.65,1.89
"2019-02-27",11.45,1.86
"2019-02-28",NA,1.85
"2019-03-01",NA,1.86
"2019-03-04",11.45,1.86
"2019-03-05",11.6,1.9
"2019-03-06",11.7,1.89
"2019-03-07",11.85,1.92
"2019-03-08",11.6,1.88
"2019-03-11",11.45,1.87
"2019-03-12",11.65,1.89
"2019-03-13",11.55,1.86
"2019-03-14",11.45,1.84
"2019-03-15",11.65,1.83
"2019-03-18",11.7,1.85
"2019-03-19",11.7,1.86
"2019-03-20",11.55,1.86
"2019-03-21",11.6,1.89
"2019-03-22",11.8,1.88
"2019-03-25",11.65,1.88
"2019-03-26",11.65,1.87
"2019-03-27",11.65,1.86
"2019-03-28",11.65,1.88
"2019-03-29",11.65,1.88
"2019-04-01",11.55,1.88
"2019-04-02",11.6,1.87
"2019-04-03",11.55,1.87
"2019-04-04",NA,1.87
"2019-04-05",NA,1.87
"2019-04-08",11.9,1.91
"2019-04-09",12.3,1.99
"2019-04-10",12.25,1.98
"2019-04-11",12.1,1.94
"2019-04-12",12.2,1.97
"2019-04-15",12.05,1.93
"2019-04-16",12.1,1.94
"2019-04-17",12.2,1.96
"2019-04-18",12,1.93
"2019-04-19",12.1,NA
"2019-04-22",11.9,1.9
"2019-04-23",11.95,1.93
"2019-04-24",11.95,2
"2019-04-25",13.1,2.13
"2019-04-26",13.45,2.18
"2019-04-29",13.35,2.17
"2019-04-30",13.45,2.17
"2019-05-01",NA,2.17
"2019-05-02",13.55,2.17
"2019-05-03",13.85,2.22
"2019-05-06",13.2,2.17
"2019-05-07",13.6,2.15
"2019-05-08",13.45,2.18
"2019-05-09",13.15,2.1
"2019-05-10",13.2,2.12
"2019-05-13",12.95,2.06
"2019-05-14",13,2.07
"2019-05-15",12.9,2.05
"2019-05-16",12.95,2.04
"2019-05-17",13,2.03
"2019-05-20",12.75,1.97
"2019-05-21",12.95,2.01
"2019-05-22",13,1.99
"2019-05-23",12.85,2
"2019-05-24",12.95,2.02
"2019-05-27",12.8,NA
"2019-05-28",12.45,1.88
"2019-05-29",12.6,1.95
"2019-05-30",12.75,1.98
"2019-05-31",12.9,1.97
"2019-06-03",13.2,2.04
"2019-06-04",13,2.02
"2019-06-05",12.9,1.98
"2019-06-06",13.05,2.04
"2019-06-07",NA,2.05
"2019-06-10",13.3,2.06
"2019-06-11",13.4,2.09
"2019-06-12",13.55,2.08
"2019-06-13",13.75,2.13
"2019-06-14",13.7,2.12
"2019-06-17",13.65,2.1
"2019-06-18",13.25,2.09
"2019-06-19",13.65,2.13
"2019-06-20",13.4,2.13
"2019-06-21",13.7,2.08
"2019-06-24",13.75,2.15
"2019-06-25",13.7,2.15
"2019-06-26",13.8,2.19
"2019-06-27",14,2.22
"2019-06-28",13.95,2.21
"2019-07-01",14.35,2.27
"2019-07-02",14.25,2.23
"2019-07-03",14.05,2.22
"2019-07-04",14.15,NA
"2019-07-05",14.1,2.21
"2019-07-08",13.95,2.17
"2019-07-09",14,2.19
"2019-07-10",14.65,2.32
"2019-07-11",14.95,2.33
"2019-07-12",14.6,2.3
"2019-07-15",14.9,2.25
"2019-07-16",14,2.19
"2019-07-17",13.75,2.16
"2019-07-18",13.8,2.18
"2019-07-19",13.8,2.15
"2019-07-22",13.6,2.14
"2019-07-23",13.6,2.13
"2019-07-24",13.85,2.2
"2019-07-25",13.55,2.13
"2019-07-26",13.2,2.07
"2019-07-29",13.4,2.13
"2019-07-30",13.6,2.15
"2019-07-31",13.8,2.18
"2019-08-01",13.4,2.09
"2019-08-02",13.35,2.07
"2019-08-05",13.1,2.01
"2019-08-06",13,2.02
"2019-08-07",13.1,2.03
"2019-08-08",13.3,2.08
"2019-08-09",NA,2.05
"2019-08-12",13,2.03
"2019-08-13",12.95,2.04
"2019-08-14",13.1,2.03
"2019-08-15",12.9,2
"2019-08-16",13.35,2.07
"2019-08-19",13.45,2.09
"2019-08-20",13.5,2.11
"2019-08-21",13.5,2.11
"2019-08-22",13.25,2.06
"2019-08-23",13.35,2.03
"2019-08-26",13,2.04
"2019-08-27",13.05,2.04
"2019-08-28",13.15,2.04
"2019-08-29",13.2,2.09
"2019-08-30",13.45,2.11
"2019-09-02",13.35,NA
"2019-09-03",13.2,2.06
"2019-09-04",13.6,2.15
"2019-09-05",13.6,2.15
"2019-09-06",13.55,2.14
"2019-09-09",NA,2.15
"2019-09-10",13.6,2.16
"2019-09-11",13.7,2.18
"2019-09-12",13.7,2.18
"2019-09-13",NA,2.22
"2019-09-16",13.6,2.18
"2019-09-17",13.55,2.17
"2019-09-18",13.55,2.17
"2019-09-19",13.6,2.19
"2019-09-20",13.8,2.1
"2019-09-23",13.7,2.15
"2019-09-24",13.65,2.1
"2019-09-25",13.6,2.17
"2019-09-26",13.6,2.14
"2019-09-27",13.4,2.09
"2019-09-30",NA,2.09
"2019-10-01",13.65,2.13
"2019-10-02",13.5,2.09
"2019-10-03",13.4,2.1
"2019-10-04",13.45,2.13
"2019-10-07",13.35,2.12
"2019-10-08",13.35,2.09
"2019-10-09",13.15,2.12
"2019-10-10",NA,2.16
"2019-10-11",NA,2.19
"2019-10-14",13.5,2.16
"2019-10-15",13.7,2.2
"2019-10-16",13.75,2.2
"2019-10-17",13.8,2.19
"2019-10-18",13.95,2.26
"2019-10-21",13.9,2.27
"2019-10-22",14,2.23
"2019-10-23",14.05,2.25
"2019-10-24",14.55,2.33
"2019-10-25",14.4,2.33
"2019-10-28",14.25,2.31
"2019-10-29",14.5,2.34
"2019-10-30",14.4,2.31
"2019-10-31",14,2.26
"2019-11-01",14.5,2.34
"2019-11-04",14.65,2.39
"2019-11-05",14.5,2.36
"2019-11-06",14.5,2.36
"2019-11-07",14.25,2.34
"2019-11-08",14.25,2.33
"2019-11-11",14.25,2.33
"2019-11-12",14.3,2.35
"2019-11-13",14.2,2.32
"2019-11-14",14.5,2.37
"2019-11-15",14.3,2.33
"2019-11-18",14.5,2.35
"2019-11-19",14.55,2.37
"2019-11-20",14.75,2.41
"2019-11-21",14.65,2.39
"2019-11-22",14.6,2.36
"2019-11-25",15,2.45
"2019-11-26",15.2,2.48
"2019-11-27",15.2,2.48
"2019-11-28",15.1,NA
"2019-11-29",14.95,2.44
"2019-12-02",15.1,2.45
"2019-12-03",15.35,2.5
"2019-12-04",15.85,2.58
"2019-12-05",16.549999,2.71
"2019-12-06",16.200001,2.64
"2019-12-09",16.25,2.65
"2019-12-10",16.450001,2.67
"2019-12-11",16.25,2.65
"2019-12-12",16.6,2.71
"2019-12-13",16.6,2.67
"2019-12-16",16.65,2.74
"2019-12-17",17,2.8
"2019-12-18",16.799999,2.76
"2019-12-19",16.700001,2.72
"2019-12-20",16.700001,2.72
"2019-12-23",16.549999,2.73
"2019-12-24",16.549999,2.72
"2019-12-25",16.65,NA
"2019-12-26",16.549999,2.71
"2019-12-27",16.700001,2.72
"2019-12-30",16.549999,2.69
"2019-12-31",16.450001,2.68
"2020-01-02",16.549999,2.71
"2020-01-03",16.299999,2.66
"2020-01-06",16.049999,2.63
"2020-01-07",16,2.64
"2020-01-08",15.75,2.61
"2020-01-09",16.049999,2.62
"2020-01-10",16.15,2.64
"2020-01-13",16.049999,2.65
"2020-01-14",16.25,2.68
"2020-01-15",16.15,2.65
"2020-01-16",16.15,2.64
"2020-01-17",16,2.63
"2020-01-20",16.049999,NA
"2020-01-21",NA,2.65
"2020-01-22",NA,2.66
"2020-01-23",NA,2.63
"2020-01-24",NA,2.59
"2020-01-27",NA,2.51
"2020-01-28",NA,2.54
"2020-01-29",NA,2.58
"2020-01-30",15.1,2.46
"2020-01-31",14.9,2.42
"2020-02-03",15,2.45
"2020-02-04",15.2,2.5
"2020-02-05",15.5,2.59
"2020-02-06",16.25,2.72
"2020-02-07",16.35,2.69
"2020-02-10",16.4,2.72
"2020-02-11",16.700001,2.77
"2020-02-12",16.9,2.81
"2020-02-13",16.85,2.81
"2020-02-14",16.5,2.75
"2020-02-17",16.4,NA
"2020-02-18",16.15,2.68
"2020-02-19",16.1,2.66
"2020-02-20",16.299999,2.66
"2020-02-21",16.049999,2.62
"2020-02-24",15.8,2.56
"2020-02-25",15.9,2.55
"2020-02-26",15.6,2.56
"2020-02-27",15.3,2.49
"2020-02-28",NA,2.48
"2020-03-02",15.25,2.53
"2020-03-03",15.5,2.55
"2020-03-04",15.8,2.63
"2020-03-05",15.7,2.56
"2020-03-06",15.45,2.5
"2020-03-09",15.05,2.42
"2020-03-10",14.95,2.48
"2020-03-11",14.8,2.35
"2020-03-12",14.35,2.28
"2020-03-13",14.05,2.35
"2020-03-16",13.9,2.24
"2020-03-17",13.75,2.3
"2020-03-18",13.8,2.21
"2020-03-19",13.7,2.23
"2020-03-20",13.85,2.23
"2020-03-23",13.75,2.23
"2020-03-24",13.85,2.3
"2020-03-25",14.1,2.29
"2020-03-26",14.1,2.28
"2020-03-27",14,2.16
"2020-03-30",13.95,2.22
"2020-03-31",13.65,2.17
"2020-04-01",13.8,2.16
"2020-04-02",NA,2.2
"2020-04-03",NA,2.13
"2020-04-06",14.1,2.29
"2020-04-07",14.15,2.3
"2020-04-08",14.2,2.29
"2020-04-09",14.2,2.3
"2020-04-10",14.3,NA
"2020-04-13",14.8,2.38
"2020-04-14",15.15,2.45
"2020-04-15",15.1,2.42
"2020-04-16",14.9,2.42
"2020-04-17",15.05,2.44
"2020-04-20",15.15,2.4
"2020-04-21",14.8,2.41
"2020-04-22",15.2,2.46
"2020-04-23",15.8,2.58
"2020-04-24",15.9,2.57
"2020-04-27",16.15,2.61
"2020-04-28",15,2.48
"2020-04-29",15.3,2.54
"2020-04-30",15.55,2.5
"2020-05-01",NA,2.43
"2020-05-04",15.35,2.51
"2020-05-05",15.25,2.5
"2020-05-06",15.3,2.48
"2020-05-07",15.6,2.55
"2020-05-08",15.65,2.57
"2020-05-11",15.6,2.55
"2020-05-12",15.45,2.51
"2020-05-13",15.6,2.51
"2020-05-14",15.35,2.54
"2020-05-15",15.4,2.52
"2020-05-18",15.1,2.53
"2020-05-19",14.95,2.43
"2020-05-20",14.85,2.45
"2020-05-21",15.3,2.47
"2020-05-22",15.1,2.46
"2020-05-25",15.1,NA
"2020-05-26",15.2,2.47
"2020-05-27",15.1,2.46
"2020-05-28",15.35,2.51
"2020-05-29",15.45,2.53
"2020-06-01",15.65,2.58
"2020-06-02",15.85,2.63
"2020-06-03",16.200001,2.8
"2020-06-04",16.299999,2.69
"2020-06-05",16.5,2.81
"2020-06-08",17.049999,2.87
"2020-06-09",16.85,2.77
"2020-06-10",16.6,2.76
"2020-06-11",16.049999,2.6
"2020-06-12",15.7,2.62
"2020-06-15",15.4,2.62
"2020-06-16",15.5,2.61
"2020-06-17",15.3,2.58
"2020-06-18",15.35,2.58
"2020-06-19",15.4,2.54
"2020-06-22",15.7,2.57
"2020-06-23",15.45,2.58
"2020-06-24",15.75,2.57
"2020-06-25",NA,2.57
"2020-06-26",NA,2.55
"2020-06-29",15.55,2.58
"2020-06-30",15.9,2.64
"2020-07-01",16.1,2.68
"2020-07-02",16.35,2.74
"2020-07-03",16.450001,NA
"2020-07-06",16.65,2.81
"2020-07-07",16.6,2.8
"2020-07-08",16.65,2.77
"2020-07-09",16.450001,2.75
"2020-07-10",16.450001,2.75
"2020-07-13",17.049999,2.79
"2020-07-14",16.799999,2.76
"2020-07-15",16,2.72
"2020-07-16",16.6,2.76
"2020-07-17",16.4,2.74
"2020-07-20",16.549999,2.78
"2020-07-21",17.15,2.89
"2020-07-22",17.5,2.98
"2020-07-23",19.25,3.37
"2020-07-24",19.75,3.34
"2020-07-27",21.700001,3.87
"2020-07-28",22.25,3.66
"2020-07-29",22.4,3.7
"2020-07-30",22.200001,3.68
"2020-07-31",22.35,3.7
"2020-08-03",23.799999,4.23
"2020-08-04",24.549999,4.16
"2020-08-05",24.9,4.27
"2020-08-06",26.6,4.6
"2020-08-07",25.6,4.28
"2020-08-10",25.299999,4.28
"2020-08-11",25,4.19
"2020-08-12",23.950001,4.11
"2020-08-13",23.75,3.97
"2020-08-14",23.549999,3.96
"2020-08-17",24.15,4.05
"2020-08-18",24.1,4
"2020-08-19",23.4,3.86
"2020-08-20",21.799999,3.66
"2020-08-21",21.799999,3.67
"2020-08-24",22.6,3.79
"2020-08-25",22.15,3.73
"2020-08-26",22.35,3.76
"2020-08-27",21.950001,3.65
"2020-08-28",21.9,3.63
"2020-08-31",21.200001,3.54
"2020-09-01",21.9,3.64
"2020-09-02",21.700001,3.64
"2020-09-03",21.549999,3.48
"2020-09-04",21.450001,3.56
"2020-09-07",23.549999,NA
"2020-09-08",22.700001,3.74
"2020-09-09",23.700001,3.97
"2020-09-10",23.35,3.89
"2020-09-11",23,3.85
"2020-09-14",23.9,4.05
"2020-09-15",25.299999,4.32
"2020-09-16",25.700001,4.3
"2020-09-17",25.75,4.34
"2020-09-18",25.799999,4.34
"2020-09-21",25.15,4.28
"2020-09-22",25.1,4.29
"2020-09-23",26,4.35
"2020-09-24",25.950001,4.41
"2020-09-25",25,4.23
"2020-09-28",27.5,4.96
"2020-09-29",27.5,4.73
"2020-09-30",28.549999,4.79
"2020-10-01",NA,4.94
"2020-10-02",NA,4.81
"2020-10-05",28.700001,5.04
"2020-10-06",28.35,4.87
"2020-10-07",29.5,5.23
"2020-10-08",32.200001,5.41
"2020-10-09",NA,5.7
"2020-10-12",32.049999,5.6
"2020-10-13",31.549999,5.45
"2020-10-14",32.200001,5.5
"2020-10-15",31.549999,5.41
"2020-10-16",30.65,5.21
"2020-10-19",31,5.28
"2020-10-20",31.200001,5.41
"2020-10-21",31.35,5.37
"2020-10-22",33,5.84
"2020-10-23",32.75,5.58
"2020-10-26",33,5.52
"2020-10-27",33.5,5.74
"2020-10-28",32.650002,5.52
"2020-10-29",32.950001,5.44
"2020-10-30",30.700001,5.3
"2020-11-02",29.65,5.22
"2020-11-03",29.799999,5.38
"2020-11-04",31.65,5.58
"2020-11-05",30.549999,5.4
"2020-11-06",30.5,5.34
"2020-11-09",31.799999,5.68
"2020-11-10",31,5.39
"2020-11-11",31,5.54
"2020-11-12",31.1,5.44
"2020-11-13",31.299999,5.55
"2020-11-16",32.200001,5.76
"2020-11-17",32.150002,5.63
"2020-11-18",32.349998,5.6
"2020-11-19",32.099998,5.63
"2020-11-20",33.049999,5.78
"2020-11-23",36.349998,6.95
"2020-11-24",38.150002,6.68
"2020-11-25",38.450001,6.77
"2020-11-26",39.5,NA
"2020-11-27",39.150002,6.97
"2020-11-30",40.5,7.13
"2020-12-01",41.549999,7.42
"2020-12-02",41.450001,7.28
"2020-12-03",43.299999,7.75
"2020-12-04",47.599998,8.87
"2020-12-07",50,9.04
"2020-12-08",50.900002,8.76
"2020-12-09",49.900002,8.54
"2020-12-10",47.299999,8.31
"2020-12-11",46.099998,8.12
"2020-12-14",46.150002,8.22
"2020-12-15",44,7.94
"2020-12-16",44.900002,7.9
"2020-12-17",46.049999,8.44
"2020-12-18",45.849998,8.13
"2020-12-21",47.450001,8.42
"2020-12-22",45.700001,8.16
"2020-12-23",46.099998,8.2
"2020-12-24",46.549999,8.29
"2020-12-25",46.75,NA
"2020-12-28",48.599998,8.64
"2020-12-29",47.400002,8.31
"2020-12-30",48.299999,8.66
"2020-12-31",47.150002,8.43
"2021-01-04",45.549999,8.01
"2021-01-05",46.349998,8.3
"2021-01-06",46.950001,8.41
"2021-01-07",46.200001,8.57
"2021-01-08",47.849998,8.5
"2021-01-11",50,9.05
"2021-01-12",48.450001,8.73
"2021-01-13",50,8.89
"2021-01-14",49.900002,9.51
"2021-01-15",48.75,8.78
"2021-01-18",49.650002,NA
"2021-01-19",53,9.99
"2021-01-20",52.099998,9.56
"2021-01-21",54,10
"2021-01-22",56.5,10.27
"2021-01-25",57.200001,10.2
"2021-01-26",54.799999,9.92
"2021-01-27",54.799999,9.23
"2021-01-28",51.200001,9.28
"2021-01-29",50,9.05
"2021-02-01",50.799999,9.32
"2021-02-02",52.599998,9.48
"2021-02-03",52,9.41
"2021-02-04",51.900002,9.45
"2021-02-05",52.900002,9.62
"2021-02-08",NA,10.06
"2021-02-09",NA,10.35
"2021-02-10",NA,10.16
"2021-02-11",NA,10.6
"2021-02-12",NA,10.78
"2021-02-16",NA,10.69
"2021-02-17",57.599998,10.31
"2021-02-18",58.200001,10.3
"2021-02-19",57.200001,10.38
"2021-02-22",56.799999,9.91
"2021-02-23",55.799999,9.81
"2021-02-24",54.700001,10.05
"2021-02-25",55.700001,9.72
"2021-02-26",54.200001,9.8
"2021-03-01",NA,10.06
"2021-03-02",52.700001,9.42
"2021-03-03",51.900002,9.07
"2021-03-04",49.049999,8.4
"2021-03-05",47.049999,8.61
"2021-03-08",46.099998,8.03
"2021-03-09",46.349998,8.43
"2021-03-10",46.549999,8.34
"2021-03-11",48.650002,8.82
"2021-03-12",49.099998,8.78
"2021-03-15",48.150002,8.8
"2021-03-16",48.299999,8.71
"2021-03-17",48,8.63
"2021-03-18",47.049999,8.24
"2021-03-19",46.049999,8.23
"2021-03-22",48.200001,8.57
"2021-03-23",48.5,8.44
"2021-03-24",47.150002,8.14
"2021-03-25",48.650002,8.51
"2021-03-26",49.75,8.83
"2021-03-29",49.349998,8.61
"2021-03-30",50.599998,8.89
"2021-03-31",50.200001,9.11
"2021-04-01",50.5,9.26
"2021-04-05",NA,9.2
"2021-04-06",NA,8.91
"2021-04-07",51.5,8.96
"2021-04-08",54,9.46
"2021-04-09",53,9.4
"2021-04-12",53.599998,9.32
"2021-04-13",54.400002,9.56
"2021-04-14",52.700001,9.14
"2021-04-15",53.099998,9.26
"2021-04-16",54,9.48
"2021-04-19",54.599998,9.47
"2021-04-20",54.099998,9.46
"2021-04-21",53.400002,9.66
"2021-04-22",54.799999,9.7
"2021-04-23",57,10.62
"2021-04-26",61.799999,11.19
"2021-04-27",60.5,10.82
"2021-04-28",60,10.52
"2021-04-29",56.700001,10.13
"2021-04-30",NA,9.92
"2021-05-03",53,9.55
"2021-05-04",54.599998,9.76
"2021-05-05",51.799999,9.39
"2021-05-06",51.299999,9.32
"2021-05-07",54,9.65
"2021-05-10",52.5,9.24
"2021-05-11",49,8.97
"2021-05-12",46.349998,8.3
"2021-05-13",47.549999,8.52
"2021-05-14",46.799999,8.57
