"Index","X0050.TW.Close","X2330.TW.Close"
"2021-10-08",134.199997,575
"2021-10-12",132.850006,575
"2021-10-13",132.399994,571
"2021-10-14",132.75,573
"2021-10-15",136.25,600
"2021-10-18",135.850006,590
"2021-10-19",136.949997,600
"2021-10-20",136.600006,598
"2021-10-21",136.100006,596
"2021-10-22",136.5,600
"2021-10-25",136.399994,593
"2021-10-26",137.550003,599
"2021-10-27",137.550003,599
"2021-10-28",137.149994,595
"2021-10-29",135.800003,590
"2021-11-01",136.5,590
"2021-11-02",136.25,592
"2021-11-03",136.600006,592
"2021-11-04",136.149994,587
"2021-11-05",138.100006,600
"2021-11-08",139.199997,602
"2021-11-09",140.699997,611
"2021-11-10",140.5,612
"2021-11-11",139.25,606
"2021-11-12",139.699997,604
"2021-11-15",140.949997,608
"2021-11-16",141.199997,610
"2021-11-17",141.649994,610
"2021-11-18",142.449997,613
"2021-11-19",142.800003,618
"2021-11-22",142.449997,615
"2021-11-23",141.100006,612
"2021-11-24",140.5,603
"2021-11-25",140.449997,603
"2021-11-26",138.149994,596
"2021-11-29",138.149994,593
"2021-11-30",138,596
"2021-12-01",140.300003,600
"2021-12-02",141.800003,615
"2021-12-03",141.75,608
"2021-12-06",141.350006,600
"2021-12-07",141.800003,607
"2021-12-08",142.350006,602
"2021-12-09",142,608
"2021-12-10",141.949997,605
"2021-12-13",141.5,601
"2021-12-14",140.100006,599
"2021-12-15",140.300003,600
"2021-12-16",142.050003,605
"2021-12-17",141.899994,607
"2021-12-20",140.649994,598
"2021-12-21",141.850006,597
"2021-12-22",141.850006,600
"2021-12-23",142.649994,606
"2021-12-24",143.050003,604
"2021-12-27",144.149994,606
"2021-12-28",145.300003,615
"2021-12-29",145.949997,616
"2021-12-30",145.5,615
