"Index","X3711.TW.Close","ASX.Close"
"2018-05-31",76,4.92
"2018-06-01",76,5.01
"2018-06-04",76.800003,5.09
"2018-06-05",76.800003,5.05
"2018-06-06",77.599998,5.15
"2018-06-07",78.400002,5.17
"2018-06-08",77.5,5.09
"2018-06-11",76.099998,5.04
"2018-06-12",75.599998,4.96
"2018-06-13",75.599998,4.96
"2018-06-14",74.5,4.88
"2018-06-15",74.400002,4.83
"2018-06-18",NA,4.82
"2018-06-19",72.099998,4.68
"2018-06-20",72.099998,4.7
"2018-06-21",72.599998,4.66
"2018-06-22",72.300003,4.68
"2018-06-25",72.400002,4.6
"2018-06-26",71.5,4.65
"2018-06-27",70.800003,4.52
"2018-06-28",70.900002,4.57
"2018-06-29",71.599998,4.6
"2018-07-02",70.900002,4.54
"2018-07-03",69.5,4.5
"2018-07-04",70,NA
"2018-07-05",69.599998,4.53
"2018-07-06",68.800003,4.46
"2018-07-09",70,4.61
"2018-07-10",69.599998,4.55
"2018-07-11",69.400002,4.5
"2018-07-12",70.699997,4.58
"2018-07-13",72.099998,4.63
"2018-07-16",71.099998,4.55
"2018-07-17",71.400002,4.63
"2018-07-18",72.599998,4.72
"2018-07-19",72.300003,4.76
"2018-07-20",70.599998,4.53
"2018-07-23",70,4.55
"2018-07-24",70.699997,4.6
"2018-07-25",70.199997,4.59
"2018-07-26",71.199997,4.68
"2018-07-27",74.599998,5.12
"2018-07-30",78.5,5.04
"2018-07-31",78.400002,4.96
"2018-08-01",78,5.02
"2018-08-02",76.599998,4.98
"2018-08-03",77.300003,5
"2018-08-06",77.599998,5.04
"2018-08-07",77.400002,4.94
"2018-08-08",78.400002,5
"2018-08-09",78.400002,4.99
"2018-08-10",76.699997,4.9
"2018-08-13",74.599998,4.75
"2018-08-14",74.900002,4.79
"2018-08-15",73.099998,4.65
"2018-08-16",73.099998,4.75
"2018-08-17",73.699997,4.76
"2018-08-20",73.199997,4.76
"2018-08-21",73,4.75
"2018-08-22",74,4.78
"2018-08-23",73.900002,4.74
"2018-08-24",73.300003,4.76
"2018-08-27",73.099998,4.8
"2018-08-28",73.900002,4.79
"2018-08-29",74.800003,4.9
"2018-08-30",74.300003,4.77
"2018-08-31",75.300003,4.9
"2018-09-03",74.300003,NA
"2018-09-04",73.900002,4.83
"2018-09-05",73.800003,4.79
"2018-09-06",72.5,4.7
"2018-09-07",71.699997,4.59
"2018-09-10",69.599998,4.49
"2018-09-11",70.900002,4.5
"2018-09-12",70.599998,4.55
"2018-09-13",71.400002,4.6
"2018-09-14",72.699997,4.63
"2018-09-17",72.5,4.58
"2018-09-18",72,4.63
"2018-09-19",73,4.71
"2018-09-20",72.699997,4.69
"2018-09-21",73.5,4.65
"2018-09-24",NA,4.71
"2018-09-25",74.300003,4.76
"2018-09-26",74.099998,4.77
"2018-09-27",74.099998,4.78
"2018-09-28",74.5,4.83
"2018-10-01",74.900002,4.85
"2018-10-02",74.900002,4.85
"2018-10-03",75.400002,4.85
"2018-10-04",73.099998,4.71
"2018-10-05",70.699997,4.52
"2018-10-08",69.699997,4.45
"2018-10-09",68.599998,4.39
"2018-10-10",NA,4.33
"2018-10-11",61.799999,4.04
"2018-10-12",63.700001,4.11
"2018-10-15",63.299999,4.14
"2018-10-16",64,4.2
"2018-10-17",65,4.16
"2018-10-18",63.200001,4
"2018-10-19",62.400002,4
"2018-10-22",62.200001,3.97
"2018-10-23",61.900002,3.93
"2018-10-24",62.200001,3.84
"2018-10-25",60.599998,3.92
"2018-10-26",61.700001,3.9
"2018-10-29",61.200001,3.81
"2018-10-30",61.299999,3.94
"2018-10-31",62.400002,3.83
"2018-11-01",62.599998,4.08
"2018-11-02",62.599998,3.99
"2018-11-05",62.400002,3.96
"2018-11-06",61.599998,3.92
"2018-11-07",61.200001,3.97
"2018-11-08",61.799999,3.91
"2018-11-09",60.599998,3.85
"2018-11-12",61,3.85
"2018-11-13",59.5,3.79
"2018-11-14",59.5,3.75
"2018-11-15",59.5,3.82
"2018-11-16",60.299999,3.79
"2018-11-19",59.700001,3.72
"2018-11-20",57.599998,3.65
"2018-11-21",56.599998,3.63
"2018-11-22",56.5,NA
"2018-11-23",56.400002,3.64
"2018-11-26",57.400002,3.66
"2018-11-27",58,3.71
"2018-11-28",62.5,4.03
"2018-11-29",62,3.9
"2018-11-30",62.400002,3.91
"2018-12-03",64.5,4.16
"2018-12-04",64.599998,4.01
"2018-12-05",62.799999,NA
"2018-12-06",59.700001,3.83
"2018-12-07",60.200001,3.76
"2018-12-10",59.400002,3.76
"2018-12-11",58.799999,3.69
"2018-12-12",60,3.83
"2018-12-13",60.5,3.84
"2018-12-14",60.299999,3.83
"2018-12-17",60.299999,3.81
"2018-12-18",59.799999,3.84
"2018-12-19",60.299999,3.77
"2018-12-20",59.799999,3.8
"2018-12-21",58.700001,3.65
"2018-12-24",58.099998,3.65
"2018-12-25",57.299999,NA
"2018-12-26",57,3.75
"2018-12-27",57.900002,3.72
"2018-12-28",58.299999,3.72
"2018-12-31",NA,3.75
"2019-01-02",56.5,3.67
"2019-01-03",56,3.55
"2019-01-04",55.200001,3.5
"2019-01-07",55,3.53
"2019-01-08",55.200001,3.51
"2019-01-09",56.299999,3.66
"2019-01-10",57,3.65
"2019-01-11",57.599998,3.75
"2019-01-14",57.299999,3.65
"2019-01-15",58.599998,3.77
"2019-01-16",58.599998,3.76
"2019-01-17",58.099998,3.78
"2019-01-18",58.799999,3.83
"2019-01-21",58.799999,NA
"2019-01-22",58.5,3.72
"2019-01-23",58.299999,3.74
"2019-01-24",58.700001,3.81
"2019-01-25",60.5,3.9
"2019-01-28",60.5,3.9
"2019-01-29",59.900002,3.84
"2019-01-30",60,3.93
"2019-01-31",NA,3.99
"2019-02-01",NA,3.97
"2019-02-04",NA,3.93
"2019-02-05",NA,4.03
"2019-02-06",NA,4.09
"2019-02-07",NA,4.03
"2019-02-08",NA,3.96
"2019-02-11",58.799999,3.79
"2019-02-12",60.299999,3.93
"2019-02-13",59.599998,3.78
"2019-02-14",58.799999,3.8
"2019-02-15",58.900002,3.81
"2019-02-18",58.599998,NA
"2019-02-19",58.599998,3.81
"2019-02-20",60.400002,3.88
"2019-02-21",59.900002,3.86
"2019-02-22",59.799999,3.89
"2019-02-25",62,3.98
"2019-02-26",64.5,4.13
"2019-02-27",62.900002,4.02
"2019-02-28",NA,4.03
"2019-03-01",NA,4.02
"2019-03-04",63.799999,4.08
"2019-03-05",63.5,4.09
"2019-03-06",64,4.05
"2019-03-07",63.099998,4.05
"2019-03-08",63.5,4.08
"2019-03-11",62.200001,3.99
"2019-03-12",62.900002,3.99
"2019-03-13",63,4.01
"2019-03-14",63,4.05
"2019-03-15",62.099998,4
"2019-03-18",62.700001,4.02
"2019-03-19",62.599998,4.02
"2019-03-20",63,4.01
"2019-03-21",63.700001,4.12
"2019-03-22",65.900002,4.17
"2019-03-25",65,4.18
"2019-03-26",67.5,4.37
"2019-03-27",68.400002,4.3
"2019-03-28",67.699997,4.3
"2019-03-29",67.5,4.31
"2019-04-01",68.699997,4.45
"2019-04-02",70.599998,4.53
"2019-04-03",70.800003,4.53
"2019-04-04",NA,4.57
"2019-04-05",NA,4.62
"2019-04-08",70.599998,4.55
"2019-04-09",70.800003,4.54
"2019-04-10",71.800003,4.58
"2019-04-11",71.400002,4.53
"2019-04-12",69.699997,4.49
"2019-04-15",71,4.52
"2019-04-16",71,4.55
"2019-04-17",75.199997,4.84
"2019-04-18",74.099998,4.65
"2019-04-19",75.5,NA
"2019-04-22",75,4.81
"2019-04-23",74.300003,4.78
"2019-04-24",73.099998,4.7
"2019-04-25",73.599998,4.67
"2019-04-26",73.099998,4.64
"2019-04-29",71.599998,4.54
"2019-04-30",71.699997,4.55
"2019-05-01",NA,4.51
"2019-05-02",70.699997,4.49
"2019-05-03",72,4.6
"2019-05-06",71.400002,4.56
"2019-05-07",71,4.43
"2019-05-08",70,4.44
"2019-05-09",69.400002,4.36
"2019-05-10",68.800003,4.36
"2019-05-13",68,4.23
"2019-05-14",66.800003,4.23
"2019-05-15",68,4.33
"2019-05-16",68.5,4.3
"2019-05-17",65.599998,4.08
"2019-05-20",64.5,4.02
"2019-05-21",62.599998,3.94
"2019-05-22",62.900002,3.89
"2019-05-23",58.299999,3.62
"2019-05-24",58.599998,3.67
"2019-05-27",58.700001,NA
"2019-05-28",58.400002,3.72
"2019-05-29",58.400002,3.65
"2019-05-30",58.599998,3.65
"2019-05-31",59.799999,3.68
"2019-06-03",60,3.75
"2019-06-04",59,3.68
"2019-06-05",60,3.73
"2019-06-06",58.700001,3.59
"2019-06-07",NA,3.65
"2019-06-10",59.900002,3.71
"2019-06-11",60.5,3.78
"2019-06-12",60.5,3.76
"2019-06-13",60.599998,3.75
"2019-06-14",60,3.69
"2019-06-17",58.400002,3.6
"2019-06-18",58.400002,3.7
"2019-06-19",62.299999,3.86
"2019-06-20",62.5,3.98
"2019-06-21",63.200001,3.91
"2019-06-24",63,4
"2019-06-25",61.299999,3.83
"2019-06-26",60.5,3.88
"2019-06-27",62.799999,4.01
"2019-06-28",61.5,3.95
"2019-07-01",66.099998,4.23
"2019-07-02",64.599998,4.14
"2019-07-03",64.400002,4.18
"2019-07-04",65.300003,NA
"2019-07-05",66.199997,4.19
"2019-07-08",64.5,4.06
"2019-07-09",64.099998,4.06
"2019-07-10",66.099998,4.19
"2019-07-11",68.400002,4.3
"2019-07-12",67.5,4.29
"2019-07-15",69.099998,4.36
"2019-07-16",69.099998,4.28
"2019-07-17",67.5,4.25
"2019-07-18",67.599998,4.29
"2019-07-19",70.400002,4.4
"2019-07-22",70.5,4.48
"2019-07-23",71,4.53
"2019-07-24",70.900002,4.52
"2019-07-25",71,4.44
"2019-07-26",69.599998,4.38
"2019-07-29",69.900002,4.45
"2019-07-30",69.699997,4.37
"2019-07-31",69.900002,4.38
"2019-08-01",69.400002,4.39
"2019-08-02",68.800003,4.28
"2019-08-05",68.800003,4.25
"2019-08-06",68.300003,4.33
"2019-08-07",68.800003,4.36
"2019-08-08",68.900002,4.41
"2019-08-09",NA,4.3
"2019-08-12",68.900002,4.32
"2019-08-13",66.599998,4.24
"2019-08-14",68.300003,4.21
"2019-08-15",67,4.24
"2019-08-16",67.099998,4.27
"2019-08-19",68.699997,4.36
"2019-08-20",69.300003,4.4
"2019-08-21",69.300003,4.42
"2019-08-22",70.699997,4.46
"2019-08-23",70.699997,4.33
"2019-08-26",68.400002,4.28
"2019-08-27",69,4.37
"2019-08-28",69,4.34
"2019-08-29",69.900002,4.4
"2019-08-30",71.400002,4.5
"2019-09-02",71.5,NA
"2019-09-03",69.5,4.37
"2019-09-04",71.300003,4.56
"2019-09-05",72,4.58
"2019-09-06",71.900002,4.53
"2019-09-09",NA,4.51
"2019-09-10",70.699997,4.51
"2019-09-11",71,4.55
"2019-09-12",72,4.65
"2019-09-13",NA,4.69
"2019-09-16",72.099998,4.64
"2019-09-17",73.099998,4.66
"2019-09-18",73,4.63
"2019-09-19",73.199997,4.62
"2019-09-20",73.300003,4.52
"2019-09-23",73.099998,4.63
"2019-09-24",73.300003,4.59
"2019-09-25",71.300003,4.54
"2019-09-26",71.400002,4.59
"2019-09-27",70.800003,4.5
"2019-09-30",NA,4.46
"2019-10-01",73.5,4.65
"2019-10-02",73.300003,4.62
"2019-10-03",72.300003,4.64
"2019-10-04",72.800003,4.7
"2019-10-07",73.400002,4.66
"2019-10-08",74,4.73
"2019-10-09",72.400002,4.75
"2019-10-10",NA,4.8
"2019-10-11",NA,4.81
"2019-10-14",76.800003,4.95
"2019-10-15",76.800003,4.95
"2019-10-16",77,4.97
"2019-10-17",77.400002,5.01
"2019-10-18",78,5.02
"2019-10-21",77.699997,5.04
"2019-10-22",78,5.03
"2019-10-23",78.599998,5.07
"2019-10-24",79.199997,5.1
"2019-10-25",79.400002,5.14
"2019-10-28",78.099998,5.06
"2019-10-29",78.300003,5.05
"2019-10-30",77.599998,5.02
"2019-10-31",79.5,5.1
"2019-11-01",80,5.28
"2019-11-04",80.5,5.24
"2019-11-05",80,5.22
"2019-11-06",79.599998,5.18
"2019-11-07",79.699997,5.23
"2019-11-08",78.300003,5.12
"2019-11-11",78,5.11
"2019-11-12",78.300003,5.12
"2019-11-13",78,5.11
"2019-11-14",78,5.1
"2019-11-15",78.199997,5.14
"2019-11-18",79.699997,5.16
"2019-11-19",79,5.14
"2019-11-20",79.699997,5.11
"2019-11-21",77.599998,4.99
"2019-11-22",77.800003,4.98
"2019-11-25",77,5.01
"2019-11-26",77.300003,5.03
"2019-11-27",77.099998,5
"2019-11-28",77,NA
"2019-11-29",75.599998,4.89
"2019-12-02",75.800003,4.84
"2019-12-03",75.5,4.85
"2019-12-04",75,4.91
"2019-12-05",76.800003,5.04
"2019-12-06",79.699997,5.22
"2019-12-09",80,5.25
"2019-12-10",80.099998,5.26
"2019-12-11",80.400002,5.31
"2019-12-12",84.599998,5.69
"2019-12-13",85.199997,5.59
"2019-12-16",84.099998,5.58
"2019-12-17",85,5.62
"2019-12-18",85.400002,5.63
"2019-12-19",84.300003,5.56
"2019-12-20",84.599998,5.6
"2019-12-23",85.400002,5.62
"2019-12-24",84.800003,5.61
"2019-12-25",83.900002,NA
"2019-12-26",83.5,5.55
"2019-12-27",85.199997,5.59
"2019-12-30",84.400002,5.55
"2019-12-31",83.199997,5.56
"2020-01-02",82.800003,5.55
"2020-01-03",81.800003,5.4
"2020-01-06",78.699997,5.24
"2020-01-07",78.699997,5.22
"2020-01-08",77.400002,5.17
"2020-01-09",79.800003,5.32
"2020-01-10",79.599998,5.29
"2020-01-13",80.699997,5.36
"2020-01-14",81.199997,5.38
"2020-01-15",81.099998,5.33
"2020-01-16",79.300003,5.27
"2020-01-17",79.300003,5.24
"2020-01-20",79,NA
"2020-01-21",NA,5.16
"2020-01-22",NA,5.19
"2020-01-23",NA,5.18
"2020-01-24",NA,5.19
"2020-01-27",NA,4.88
"2020-01-28",NA,4.91
"2020-01-29",NA,5.02
"2020-01-30",74.099998,4.83
"2020-01-31",74.599998,4.74
"2020-02-03",72.800003,4.72
"2020-02-04",73.699997,4.9
"2020-02-05",74.800003,5
"2020-02-06",77.900002,5.07
"2020-02-07",74.800003,4.93
"2020-02-10",74.900002,5.03
"2020-02-11",76.199997,5.08
"2020-02-12",77.5,5.14
"2020-02-13",77.5,5.17
"2020-02-14",77.400002,5.11
"2020-02-17",76.699997,NA
"2020-02-18",75.599998,4.96
"2020-02-19",76.400002,5.06
"2020-02-20",75.599998,4.91
"2020-02-21",75.199997,4.82
"2020-02-24",73.900002,4.69
"2020-02-25",73.5,4.67
"2020-02-26",72.800003,4.71
"2020-02-27",71.300003,4.56
"2020-02-28",NA,4.6
"2020-03-02",70.099998,4.7
"2020-03-03",72.5,4.71
"2020-03-04",72.5,4.84
"2020-03-05",73.599998,4.77
"2020-03-06",71.5,4.64
"2020-03-09",68.900002,4.39
"2020-03-10",68,4.62
"2020-03-11",67.300003,4.37
"2020-03-12",62.700001,3.89
"2020-03-13",61,4.12
"2020-03-16",59.299999,3.61
"2020-03-17",57.700001,3.79
"2020-03-18",55.5,3.37
"2020-03-19",50.200001,3.32
"2020-03-20",54.200001,3.4
"2020-03-23",51,3.21
"2020-03-24",54.299999,3.66
"2020-03-25",58.900002,3.85
"2020-03-26",59.799999,3.97
"2020-03-27",59.799999,3.58
"2020-03-30",59.200001,3.88
"2020-03-31",58.599998,3.74
"2020-04-01",57.200001,3.53
"2020-04-02",NA,3.58
"2020-04-03",NA,3.58
"2020-04-06",58.799999,3.84
"2020-04-07",61.700001,4.03
"2020-04-08",62,4.11
"2020-04-09",62.200001,3.97
"2020-04-10",61.5,NA
"2020-04-13",62,4.07
"2020-04-14",65,4.35
"2020-04-15",65.5,4.22
"2020-04-16",64.699997,4.28
"2020-04-17",66.800003,4.34
"2020-04-20",65.5,4.24
"2020-04-21",63.099998,3.97
"2020-04-22",62.599998,4.16
"2020-04-23",63.299999,4.18
"2020-04-24",63.099998,4.19
"2020-04-27",65.300003,4.35
"2020-04-28",64.800003,4.23
"2020-04-29",65.300003,4.45
"2020-04-30",67.099998,4.35
"2020-05-01",NA,4.25
"2020-05-04",64.400002,4.29
"2020-05-05",65,4.32
"2020-05-06",64.400002,4.29
"2020-05-07",66.199997,4.43
"2020-05-08",67.599998,4.61
"2020-05-11",68.900002,4.58
"2020-05-12",68.099998,4.42
"2020-05-13",68,4.39
"2020-05-14",66.5,4.44
"2020-05-15",66.400002,4.35
"2020-05-18",62.599998,4.27
"2020-05-19",62.200001,4.06
"2020-05-20",61.700001,4.07
"2020-05-21",63,4.15
"2020-05-22",61.299999,4.06
"2020-05-25",61.099998,NA
"2020-05-26",61.400002,4.02
"2020-05-27",61,4.06
"2020-05-28",61.299999,4.03
"2020-05-29",61.799999,4.08
"2020-06-01",62.799999,4.15
"2020-06-02",63.5,4.24
"2020-06-03",66.5,4.41
"2020-06-04",66.800003,4.35
"2020-06-05",68.199997,4.49
"2020-06-08",68,4.45
"2020-06-09",66.199997,4.36
"2020-06-10",68,4.54
"2020-06-11",66.5,4.31
"2020-06-12",66.300003,4.44
"2020-06-15",65.599998,4.45
"2020-06-16",67.300003,4.48
"2020-06-17",68,4.54
"2020-06-18",67.5,4.46
"2020-06-19",68.199997,4.45
"2020-06-22",68.199997,4.56
"2020-06-23",67.800003,4.5
"2020-06-24",68,4.4
"2020-06-25",NA,4.48
"2020-06-26",NA,4.42
"2020-06-29",67.300003,4.52
"2020-06-30",67.599998,4.54
"2020-07-01",68,4.54
"2020-07-02",72.699997,4.88
"2020-07-03",71.900002,NA
"2020-07-06",71.599998,4.83
"2020-07-07",70.5,4.65
"2020-07-08",69.5,4.67
"2020-07-09",70.400002,4.74
"2020-07-10",71.599998,4.81
"2020-07-13",72.400002,4.76
"2020-07-14",70.699997,4.76
"2020-07-15",70.699997,4.72
"2020-07-16",69.699997,4.68
"2020-07-17",69.300003,4.62
"2020-07-20",70.599998,4.71
"2020-07-21",72,4.79
"2020-07-22",71.800003,4.81
"2020-07-23",71.800003,4.72
"2020-07-24",69.900002,4.69
"2020-07-27",73,4.97
"2020-07-28",70.699997,4.72
"2020-07-29",72.5,4.97
"2020-07-30",75.5,5.12
"2020-07-31",75.599998,5.01
"2020-08-03",71.599998,4.81
"2020-08-04",70.599998,4.76
"2020-08-05",70.300003,4.76
"2020-08-06",70.900002,4.79
"2020-08-07",70.300003,4.73
"2020-08-10",70.400002,4.73
"2020-08-11",70.400002,4.69
"2020-08-12",69.900002,4.77
"2020-08-13",68,4.58
"2020-08-14",66.800003,4.53
"2020-08-17",68.400002,4.59
"2020-08-18",67,4.55
"2020-08-19",64.800003,4.32
"2020-08-20",61.099998,4.1
"2020-08-21",61.900002,4.14
"2020-08-24",61.299999,4.14
"2020-08-25",62.099998,4.18
"2020-08-26",61.900002,4.23
"2020-08-27",61.599998,4.11
"2020-08-28",61.099998,4.17
"2020-08-31",61.200001,4.11
"2020-09-01",61.299999,4.17
"2020-09-02",60.200001,4.13
"2020-09-03",60.299999,3.95
"2020-09-04",59.5,3.97
"2020-09-07",61,NA
"2020-09-08",61.400002,4.06
"2020-09-09",62,4.2
"2020-09-10",61.200001,4.11
"2020-09-11",61.299999,4.15
"2020-09-14",61.599998,4.13
"2020-09-15",62,4.26
"2020-09-16",62.400002,4.24
"2020-09-17",62.299999,4.25
"2020-09-18",62.400002,4.22
"2020-09-21",61.700001,4.21
"2020-09-22",60.400002,4.15
"2020-09-23",59.900002,4.02
"2020-09-24",58.200001,4.01
"2020-09-25",58.900002,4.04
"2020-09-28",60.200001,4.16
"2020-09-29",58.599998,4.02
"2020-09-30",59.200001,4.08
"2020-10-01",NA,4.15
"2020-10-02",NA,4.03
"2020-10-05",60.5,4.14
"2020-10-06",60.200001,4.09
"2020-10-07",60.099998,4.19
"2020-10-08",61.5,4.33
"2020-10-09",NA,4.33
"2020-10-12",62.099998,4.33
"2020-10-13",61.799999,4.28
"2020-10-14",60.900002,4.21
"2020-10-15",61.299999,4.24
"2020-10-16",61.200001,4.24
"2020-10-19",61.900002,4.22
"2020-10-20",61.900002,4.28
"2020-10-21",64.099998,4.41
"2020-10-22",64.400002,4.45
"2020-10-23",65.199997,4.48
"2020-10-26",66.300003,4.52
"2020-10-27",64.400002,4.42
"2020-10-28",63.099998,4.27
"2020-10-29",62.5,4.38
"2020-10-30",63.200001,4.57
"2020-11-02",66.800003,4.63
"2020-11-03",66.800003,4.68
"2020-11-04",68,4.79
"2020-11-05",68.199997,4.85
"2020-11-06",68.699997,4.81
"2020-11-09",70.199997,4.94
"2020-11-10",71.5,4.96
"2020-11-11",71.5,5.06
"2020-11-12",72,4.96
"2020-11-13",70.5,4.88
"2020-11-16",71.900002,5.09
"2020-11-17",72,5.03
"2020-11-18",73,5.12
"2020-11-19",72.900002,5.17
"2020-11-20",72.900002,5.15
"2020-11-23",73.900002,5.31
"2020-11-24",73.400002,5.23
"2020-11-25",72.5,5.13
"2020-11-26",73.5,NA
"2020-11-27",74.400002,5.26
"2020-11-30",76.599998,5.32
"2020-12-01",76.699997,5.45
"2020-12-02",77.300003,5.45
"2020-12-03",77.900002,5.55
"2020-12-04",79.599998,5.74
"2020-12-07",78.800003,5.67
"2020-12-08",79.5,5.66
"2020-12-09",79.5,5.61
"2020-12-10",80.599998,5.78
"2020-12-11",78.800003,5.58
"2020-12-14",77,5.55
"2020-12-15",77.599998,5.63
"2020-12-16",78.699997,5.69
"2020-12-17",79.5,5.74
"2020-12-18",78.900002,5.66
"2020-12-21",79.5,5.64
"2020-12-22",78.199997,5.53
"2020-12-23",77.199997,5.5
"2020-12-24",80.5,5.74
"2020-12-25",80.900002,NA
"2020-12-28",81.699997,5.91
"2020-12-29",80.699997,5.74
"2020-12-30",81.699997,5.89
"2020-12-31",81.300003,5.84
"2021-01-04",83.900002,5.97
"2021-01-05",86.599998,6.32
"2021-01-06",88.5,6.43
"2021-01-07",89.400002,6.57
"2021-01-08",88,6.48
"2021-01-11",90.400002,6.72
"2021-01-12",92.199997,6.75
"2021-01-13",99.599998,7.13
"2021-01-14",99,7.46
"2021-01-15",98,7.11
"2021-01-18",100.5,NA
"2021-01-19",105.5,7.67
"2021-01-20",104.5,7.5
"2021-01-21",105.5,7.66
"2021-01-22",105,7.52
"2021-01-25",102,7.35
"2021-01-26",98.400002,7.15
"2021-01-27",98.300003,6.84
"2021-01-28",94.5,6.89
"2021-01-29",92,6.66
"2021-02-01",94.900002,6.92
"2021-02-02",98.599998,7.09
"2021-02-03",98.099998,7.04
"2021-02-04",97.699997,7.26
"2021-02-05",105.5,7.8
"2021-02-08",NA,8.19
"2021-02-09",NA,8.25
"2021-02-10",NA,8.3
"2021-02-11",NA,8.64
"2021-02-12",NA,8.68
"2021-02-16",NA,8.63
"2021-02-17",116,8.57
"2021-02-18",117.5,8.37
"2021-02-19",113.5,8.31
"2021-02-22",112,7.94
"2021-02-23",110,7.82
"2021-02-24",106,7.9
"2021-02-25",107.5,7.58
"2021-02-26",103.5,7.57
"2021-03-01",NA,7.71
"2021-03-02",106,7.49
"2021-03-03",107,7.55
"2021-03-04",103,7.15
"2021-03-05",102,7.35
"2021-03-08",102.5,7.19
"2021-03-09",101,7.36
"2021-03-10",101,7.17
"2021-03-11",105,7.62
"2021-03-12",105,7.5
"2021-03-15",102.5,7.47
"2021-03-16",104,7.47
"2021-03-17",103,7.53
"2021-03-18",106.5,7.5
"2021-03-19",108,7.74
"2021-03-22",108,7.79
"2021-03-23",108,7.65
"2021-03-24",107,7.42
"2021-03-25",106,7.39
"2021-03-26",107,7.7
"2021-03-29",109,7.59
"2021-03-30",111,7.78
"2021-03-31",107.5,7.7
"2021-04-01",107.5,7.97
"2021-04-05",NA,7.92
"2021-04-06",NA,7.88
"2021-04-07",111.5,7.84
"2021-04-08",111.5,7.97
"2021-04-09",112,8.08
"2021-04-12",112.5,7.92
"2021-04-13",112.5,7.91
"2021-04-14",110,7.59
"2021-04-15",109,7.74
"2021-04-16",113,7.95
"2021-04-19",111.5,7.81
"2021-04-20",113,7.92
"2021-04-21",110,7.97
"2021-04-22",108,7.71
"2021-04-23",111,8.07
"2021-04-26",118,8.51
"2021-04-27",118,8.4
"2021-04-28",123,8.56
"2021-04-29",118,8.58
"2021-04-30",NA,8.31
"2021-05-03",112.5,8.07
