"Index","X2409.TW.Close","AUOTY.Close"
"2020-02-20",10.75,3.44
"2020-02-21",10.5,3.4
"2020-02-24",10.75,3.38
"2020-02-25",10.5,3.32
"2020-02-26",9.99,3.22
"2020-02-27",9.5,3.02
"2020-02-28",NA,3.07
"2020-03-02",9.33,3.06
"2020-03-03",9.27,3.01
"2020-03-04",9.58,3.1
"2020-03-05",9.64,3.1
"2020-03-06",9.34,3.03
"2020-03-09",9,2.91
"2020-03-10",8.99,2.94
"2020-03-11",8.75,2.83
"2020-03-12",8.04,2.5
"2020-03-13",7.69,2.55
"2020-03-16",7.58,2.37
"2020-03-17",7.25,2.34
"2020-03-18",7.1,2.19
"2020-03-19",6.39,2.02
"2020-03-20",6.67,2.06
"2020-03-23",6.1,1.85
"2020-03-24",6.19,1.84
"2020-03-25",6.59,2.07
"2020-03-26",6.55,2.09
"2020-03-27",6.77,2.12
"2020-03-30",6.48,2.07
"2020-03-31",6.34,1.99
"2020-04-01",6.97,2.16
"2020-04-02",NA,2.17
"2020-04-03",NA,2.13
"2020-04-06",7.19,2.33
"2020-04-07",7.21,2.3
"2020-04-08",7.4,2.34
"2020-04-09",7.41,2.33
"2020-04-10",7.44,NA
"2020-04-13",7.35,2.35
"2020-04-14",7.49,2.44
"2020-04-15",7.56,2.45
"2020-04-16",7.42,2.42
"2020-04-17",7.37,2.41
"2020-04-20",7.41,2.38
"2020-04-21",7.07,2.27
"2020-04-22",7.33,2.4
"2020-04-23",7.35,2.39
"2020-04-24",7.45,2.44
"2020-04-27",7.97,2.58
"2020-04-28",7.82,2.53
"2020-04-29",7.83,2.51
"2020-04-30",7.9,2.56
"2020-05-01",NA,2.45
"2020-05-04",7.48,2.41
"2020-05-05",7.48,2.41
"2020-05-06",7.3,2.35
"2020-05-07",7.32,2.34
"2020-05-08",7.39,2.42
"2020-05-11",7.83,2.51
"2020-05-12",8.02,2.62
"2020-05-13",7.83,2.53
"2020-05-14",7.66,2.51
"2020-05-15",7.61,2.45
"2020-05-18",7.5,2.46
"2020-05-19",7.66,2.48
"2020-05-20",7.63,2.47
"2020-05-21",7.73,2.48
"2020-05-22",7.56,2.48
"2020-05-25",7.6,NA
"2020-05-26",7.71,2.5
"2020-05-27",7.72,2.48
"2020-05-28",7.7,2.47
"2020-05-29",7.58,2.5
"2020-06-01",7.77,2.57
"2020-06-02",7.83,2.56
"2020-06-03",8.61,2.88
"2020-06-04",8.49,2.76
"2020-06-05",8.97,2.94
"2020-06-08",9.09,2.97
"2020-06-09",8.99,2.95
"2020-06-10",9.58,3.18
"2020-06-11",9.19,3
"2020-06-12",9.1,2.98
"2020-06-15",8.91,2.97
"2020-06-16",8.99,2.96
"2020-06-17",8.9,2.94
"2020-06-18",9.25,3.05
"2020-06-19",9.25,3.06
"2020-06-22",9.2,3.04
"2020-06-23",9.37,3.08
"2020-06-24",9.34,3.04
"2020-06-25",NA,3.03
"2020-06-26",NA,3.04
"2020-06-29",9.3,3.07
"2020-06-30",9.26,3.04
"2020-07-01",9.23,3.05
"2020-07-02",9.48,3.14
"2020-07-03",9.48,NA
"2020-07-06",10.2,3.38
"2020-07-07",10.2,3.32
"2020-07-08",10.1,3.32
"2020-07-09",9.91,3.2
"2020-07-10",9.56,3.25
"2020-07-13",9.9,3.29
"2020-07-14",9.87,3.28
"2020-07-15",9.8,3.29
"2020-07-16",9.77,3.27
"2020-07-17",9.8,3.26
"2020-07-20",9.75,3.25
"2020-07-21",9.85,3.28
"2020-07-22",9.97,3.31
"2020-07-23",9.91,3.25
"2020-07-24",9.42,3.17
"2020-07-27",9.35,3.14
"2020-07-28",9.31,3.1
"2020-07-29",9.34,3.15
"2020-07-30",9.79,3.2
"2020-07-31",9.99,3.33
"2020-08-03",10.05,3.36
"2020-08-04",10.3,3.45
"2020-08-05",10.2,3.43
"2020-08-06",10.05,3.38
"2020-08-07",9.93,3.33
"2020-08-10",10,3.34
"2020-08-11",9.91,3.32
"2020-08-12",9.81,3.31
"2020-08-13",9.74,3.28
"2020-08-14",9.85,3.28
"2020-08-17",9.95,3.33
"2020-08-18",9.92,3.31
"2020-08-19",10.05,3.35
"2020-08-20",9.25,3.11
"2020-08-21",9.67,3.2
"2020-08-24",9.73,3.23
"2020-08-25",9.94,3.34
"2020-08-26",9.99,3.33
"2020-08-27",10.7,3.55
"2020-08-28",10.45,3.49
"2020-08-31",10.45,3.48
"2020-09-01",10.75,3.62
"2020-09-02",10.8,3.63
"2020-09-03",11.85,3.86
"2020-09-04",12.4,4.06
"2020-09-07",12.1,NA
"2020-09-08",11.8,3.87
"2020-09-09",12.4,4.29
"2020-09-10",12.25,4.1
"2020-09-11",12.1,4.09
"2020-09-14",12.2,4.16
"2020-09-15",12.35,4.16
"2020-09-16",11.95,4.04
"2020-09-17",12.1,4.05
"2020-09-18",11.9,4.01
"2020-09-21",11.7,3.97
"2020-09-22",11.7,3.97
"2020-09-23",11.8,3.94
"2020-09-24",11.15,3.77
"2020-09-25",10.75,3.62
"2020-09-28",11,3.76
"2020-09-29",11.05,3.74
"2020-09-30",11.2,3.74
"2020-10-01",NA,3.82
"2020-10-02",NA,3.8
"2020-10-05",11.15,3.85
"2020-10-06",11.6,3.92
"2020-10-07",11.55,3.99
"2020-10-08",11.5,3.91
"2020-10-09",NA,3.96
"2020-10-12",11.3,3.9
"2020-10-13",11.75,4.01
"2020-10-14",11.6,3.95
"2020-10-15",11.65,3.97
"2020-10-16",11.3,3.87
"2020-10-19",11.4,3.87
"2020-10-20",11.3,3.87
"2020-10-21",11.55,3.95
"2020-10-22",11.5,3.98
"2020-10-23",11.55,3.97
"2020-10-26",11.8,4.03
"2020-10-27",11.8,4.03
"2020-10-28",11.45,3.88
"2020-10-29",11.8,3.99
"2020-10-30",11.55,3.98
"2020-11-02",11.55,3.98
"2020-11-03",11.8,4.09
"2020-11-04",11.65,4.01
"2020-11-05",11.7,4
"2020-11-06",11.45,3.98
"2020-11-09",11.55,3.99
"2020-11-10",11.2,3.84
"2020-11-11",10.95,3.79
"2020-11-12",10.7,3.71
"2020-11-13",10.55,3.67
"2020-11-16",10.65,3.7
"2020-11-17",10.5,3.63
"2020-11-18",10.9,3.74
"2020-11-19",11.25,3.89
"2020-11-20",11.3,3.91
"2020-11-23",11.5,3.98
"2020-11-24",11.8,4.09
"2020-11-25",11.7,4.03
"2020-11-26",12.1,NA
"2020-11-27",12,4.16
"2020-11-30",12.2,4.19
"2020-12-01",13.15,4.5
"2020-12-02",13.85,4.75
"2020-12-03",14,4.84
"2020-12-04",15.4,5.41
"2020-12-07",15.2,5.23
"2020-12-08",14.85,5.11
"2020-12-09",15.6,5.36
"2020-12-10",15.1,5.3
"2020-12-11",14.85,5.16
"2020-12-14",15.2,5.36
"2020-12-15",14.55,5.18
"2020-12-16",14.75,5.15
"2020-12-17",15,5.24
"2020-12-18",14.5,5
"2020-12-21",14.65,5.07
"2020-12-22",14.45,5.05
"2020-12-23",14.55,5.07
"2020-12-24",14.6,5.12
"2020-12-25",15.15,NA
"2020-12-28",15.5,5.41
"2020-12-29",15.1,5.32
"2020-12-30",14.65,5.13
"2020-12-31",14,4.95
"2021-01-04",14.2,4.96
"2021-01-05",14,4.95
"2021-01-06",13.5,4.78
"2021-01-07",13.8,4.98
"2021-01-08",13.9,4.95
"2021-01-11",14.15,5.01
"2021-01-12",13.9,4.95
"2021-01-13",15.05,5.32
"2021-01-14",14.8,5.33
"2021-01-15",14.7,5.25
"2021-01-18",14.8,NA
"2021-01-19",14.7,5.25
"2021-01-20",13.75,4.91
"2021-01-21",14.1,4.98
"2021-01-22",14.5,5
"2021-01-25",14.7,5.04
"2021-01-26",14.2,4.99
"2021-01-27",14.4,5
"2021-01-28",14.5,5.1
"2021-01-29",14.75,5.2
"2021-02-01",15.85,5.59
"2021-02-02",16.450001,5.83
"2021-02-03",17.549999,6.08
"2021-02-04",16.450001,5.79
"2021-02-05",16.1,5.68
"2021-02-08",NA,5.72
"2021-02-09",NA,5.82
"2021-02-10",NA,5.76
"2021-02-11",NA,5.77
"2021-02-12",NA,5.77
"2021-02-16",NA,5.9
"2021-02-17",16.6,5.84
"2021-02-18",16.4,5.77
"2021-02-19",17.049999,6.07
"2021-02-22",18.049999,6.3
"2021-02-23",17.9,6.31
"2021-02-24",18.25,6.58
"2021-02-25",19.85,6.92
"2021-02-26",18.9,6.68
"2021-03-01",NA,6.84
"2021-03-02",18.75,6.68
"2021-03-03",19.200001,6.72
"2021-03-04",19.049999,6.7
"2021-03-05",18.5,6.63
"2021-03-08",18.200001,6.44
"2021-03-09",18.4,6.65
"2021-03-10",18.4,6.55
"2021-03-11",18.450001,6.58
"2021-03-12",18.6,6.5
"2021-03-15",18.4,6.56
"2021-03-16",18.4,6.59
"2021-03-17",18.65,6.71
"2021-03-18",19.1,6.65
"2021-03-19",19.1,6.75
"2021-03-22",20,7.12
"2021-03-23",19.75,6.94
"2021-03-24",20.5,7.21
"2021-03-25",19.5,6.91
"2021-03-26",20.15,7.12
"2021-03-29",21.299999,7.51
"2021-03-30",21.5,7.6
"2021-03-31",21.049999,7.5
"2021-04-01",21.049999,7.48
"2021-04-05",NA,7.7
"2021-04-06",NA,7.58
"2021-04-07",23.200001,8.34
"2021-04-08",23.35,8.38
"2021-04-09",24.6,9.04
"2021-04-12",27.049999,9.78
"2021-04-13",25.6,8.88
"2021-04-14",24.799999,8.53
"2021-04-15",25.299999,8.88
"2021-04-16",25.85,9.09
"2021-04-19",27.200001,9.71
"2021-04-20",26.9,9.63
"2021-04-21",29.1,10.86
"2021-04-22",28,9.74
"2021-04-23",28.85,10.37
"2021-04-26",30.200001,11.02
"2021-04-27",31.1,11.25
"2021-04-28",33.349998,11.84
"2021-04-29",33.150002,13.1
"2021-04-30",NA,11.63
"2021-05-03",29.85,10.44
"2021-05-04",27.4,9.61
"2021-05-05",27,9.66
"2021-05-06",25.700001,9.23
"2021-05-07",28.15,10.34
"2021-05-10",26.85,9.35
"2021-05-11",24.200001,8.76
"2021-05-12",22,7.56
"2021-05-13",21.799999,7.93
"2021-05-14",21.85,8.07
"2021-05-17",20,7.38
"2021-05-18",22,8.35
"2021-05-19",23.25,8.52
"2021-05-20",21.85,8.05
"2021-05-21",21.700001,7.76
"2021-05-24",22.6,8.28
"2021-05-25",22.85,8.3
"2021-05-26",22.200001,8.13
