"Index","X2412.TW.Close","CHT.Close"
"2021-06-14",NA,41.200001
"2021-06-15",114.5,41.099998
"2021-06-16",115,41.029999
"2021-06-17",114.5,41.25
"2021-06-18",113.5,40.84
"2021-06-21",113.5,41.09
"2021-06-22",114,40.689999
"2021-06-23",114.5,40.689999
"2021-06-24",114,40.77
"2021-06-25",114.5,40.959999
"2021-06-28",114,40.689999
"2021-06-29",114,40.700001
"2021-06-30",114,40.66
"2021-07-01",113.5,40.560001
"2021-07-02",114,40.689999
"2021-07-05",114.5,NA
"2021-07-06",114,40.639999
"2021-07-07",114,41
"2021-07-08",114,40.650002
"2021-07-09",114.5,41.07
"2021-07-12",113.5,40.799999
"2021-07-13",114.5,40.759998
"2021-07-14",114.5,40.77
"2021-07-15",114.5,40.700001
"2021-07-16",115,40.73
"2021-07-19",115,40.57
"2021-07-20",115,40.700001
"2021-07-21",115,40.799999
"2021-07-22",116,41.209999
"2021-07-23",115,41.279999
"2021-07-26",115,40.990002
"2021-07-27",115.5,40.98
"2021-07-28",116,41.419998
"2021-07-29",116.5,41.669998
"2021-07-30",115,41.459999
"2021-08-02",116.5,41.970001
"2021-08-03",117,42.330002
"2021-08-04",117.5,42.52
"2021-08-05",118,42.700001
"2021-08-06",117.5,42.720001
"2021-08-09",117.5,42.560001
"2021-08-10",118,42.68
"2021-08-11",118,42.610001
"2021-08-12",118,42.529999
"2021-08-13",117.5,42.32
"2021-08-16",117.5,42.419998
"2021-08-17",117.5,42.32
"2021-08-18",117.5,42.09
"2021-08-19",116.5,42.07
"2021-08-20",116,42.110001
"2021-08-23",115.5,42.060001
"2021-08-24",115.5,40.48
"2021-08-25",110,39.740002
"2021-08-26",110,39.740002
"2021-08-27",110,39.82
"2021-08-30",111,40.150002
"2021-08-31",112,40.849998
"2021-09-01",110.5,40.189999
"2021-09-02",111,40.279999
"2021-09-03",111,40.279999
"2021-09-06",111,NA
"2021-09-07",111,40.18
"2021-09-08",111,40.119999
"2021-09-09",110.5,40.049999
"2021-09-10",110.5,39.549999
"2021-09-13",111,39.970001
"2021-09-14",111,39.939999
"2021-09-15",111,40.099998
"2021-09-16",111.5,39.93
"2021-09-17",111,39.549999
"2021-09-20",NA,39.389999
"2021-09-21",NA,39.5
"2021-09-22",111,39.709999
"2021-09-23",111,40.040001
"2021-09-24",111.5,40.119999
"2021-09-27",111,40.200001
"2021-09-28",111,39.830002
"2021-09-29",111.5,40.119999
"2021-09-30",110.5,39.290001
"2021-10-01",110.5,39.57
"2021-10-04",111,39.560001
"2021-10-05",110.5,39.560001
"2021-10-06",111,39.549999
"2021-10-07",111.5,39.529999
"2021-10-08",111.5,39.540001
"2021-10-11",NA,39.619999
"2021-10-12",111.5,39.790001
"2021-10-13",111.5,39.68
"2021-10-14",110.5,39.689999
"2021-10-15",111,39.759998
"2021-10-18",111,39.599998
"2021-10-19",111.5,39.830002
"2021-10-20",111,39.560001
"2021-10-21",110.5,39.57
"2021-10-22",111.5,39.639999
"2021-10-25",111,39.599998
"2021-10-26",110.5,39.650002
"2021-10-27",110.5,39.599998
"2021-10-28",110,39.59
"2021-10-29",110.5,39.5
"2021-11-01",111,39.849998
"2021-11-02",110.5,39.5
"2021-11-03",110.5,39.509998
"2021-11-04",111,39.529999
"2021-11-05",111,39.419998
"2021-11-08",111.5,39.700001
"2021-11-09",111.5,39.830002
"2021-11-10",112,40.080002
"2021-11-11",112.5,40.27
"2021-11-12",112.5,40.490002
"2021-11-15",113,40.389999
"2021-11-16",114,41.119999
"2021-11-17",114.5,41.119999
"2021-11-18",115,41.139999
"2021-11-19",113,40.700001
"2021-11-22",112.5,40.5
"2021-11-23",113.5,40.560001
"2021-11-24",113.5,40.68
"2021-11-25",113.5,NA
"2021-11-26",113,40
"2021-11-29",112.5,40.360001
"2021-11-30",112,40.099998
"2021-12-01",113,40.560001
"2021-12-02",114,40.98
"2021-12-03",113.5,40.75
"2021-12-06",114,40.869999
"2021-12-07",114,40.82
"2021-12-08",114,41.080002
"2021-12-09",114.5,41.029999
"2021-12-10",114,41.200001
"2021-12-13",113.5,40.919998
"2021-12-14",114,40.779999
"2021-12-15",114,40.950001
"2021-12-16",114.5,41.009998
"2021-12-17",115,41.130001
"2021-12-20",115,41.310001
"2021-12-21",115.5,41.52
"2021-12-22",115.5,41.799999
"2021-12-23",115.5,41.82
"2021-12-24",115.5,NA
"2021-12-27",116,42.130001
"2021-12-28",116,42.09
"2021-12-29",116.5,42.23
"2021-12-30",116.5,42.240002
"2021-12-31",NA,42.209999
